STATION,DATE,TAVG,TMAX,TMIN
USC00193821,4/16/1965,,59,41
USC00193821,4/17/1965,,58,38
USC00193821,4/18/1965,,51,38
USC00193821,4/19/1965,,44,32
USC00193821,4/20/1965,,45,30
USC00193821,4/21/1965,,53,30
USC00193821,4/22/1965,,59,39
USC00193821,4/23/1965,,57,27
USC00193821,4/24/1965,,44,37
USC00193821,4/25/1965,,52,22
USC00193821,4/26/1965,,52,35
USC00193821,4/27/1965,,47,40
USC00193821,4/28/1965,,52,39
USC00193821,4/29/1965,,61,38
USC00193821,4/30/1965,,67,30
USC00193821,5/1/1965,,68,44
USC00193821,5/2/1965,,64,45
USC00193821,5/3/1965,,60,32
USC00193821,5/4/1965,,84,45
USC00193821,5/5/1965,,73,46
USC00193821,5/6/1965,,64,38
USC00193821,5/7/1965,,53,31
USC00193821,5/8/1965,,57,41
USC00193821,5/9/1965,,64,48
USC00193821,5/10/1965,,72,53
USC00193821,5/11/1965,,70,47
USC00193821,5/12/1965,,69,43
USC00193821,5/13/1965,,65,49
USC00193821,5/14/1965,,68,34
USC00193821,5/15/1965,,71,31
USC00193821,5/16/1965,,70,50
USC00193821,5/17/1965,,70,52
USC00193821,5/18/1965,,60,50
USC00193821,5/19/1965,,54,45
USC00193821,5/20/1965,,68,48
USC00193821,5/21/1965,,73,40
USC00193821,5/22/1965,,68,34
USC00193821,5/23/1965,,65,35
USC00193821,5/24/1965,,64,39
USC00193821,5/25/1965,,70,49
USC00193821,5/26/1965,,85,56
USC00193821,5/27/1965,,83,53
USC00193821,5/28/1965,,75,57
USC00193821,5/29/1965,,75,50
USC00193821,5/30/1965,,72,44
USC00193821,5/31/1965,,69,49
USC00193821,6/1/1965,,67,51
USC00193821,6/2/1965,,66,55
USC00193821,6/3/1965,,64,48
USC00193821,6/4/1965,,68,44
USC00193821,6/5/1965,,80,60
USC00193821,6/6/1965,,78,54
USC00193821,6/7/1965,,82,58
USC00193821,6/8/1965,,81,60
USC00193821,6/9/1965,,78,64
USC00193821,6/10/1965,,78,62
USC00193821,6/11/1965,,77,56
USC00193821,6/12/1965,,74,51
USC00193821,6/13/1965,,73,50
USC00193821,6/14/1965,,60,51
USC00193821,6/15/1965,,60,40
USC00193821,6/16/1965,,64,40
USC00193821,6/17/1965,,67,44
USC00193821,6/18/1965,,70,37
USC00193821,6/19/1965,,76,48
USC00193821,6/20/1965,,78,58
USC00193821,6/21/1965,,77,62
USC00193821,6/22/1965,,84,65
USC00193821,6/23/1965,,87,63
USC00193821,6/24/1965,,82,64
USC00193821,6/25/1965,,74,52
USC00193821,6/26/1965,,73,48
USC00193821,6/27/1965,,77,59
USC00193821,6/28/1965,,89,65
USC00193821,6/29/1965,,88,64
USC00193821,6/30/1965,,76,62
USC00193821,7/1/1965,,84,
USC00193821,7/2/1965,,77,44
USC00193821,7/3/1965,,75,62
USC00193821,7/4/1965,,78,58
USC00193821,7/5/1965,,76,57
USC00193821,7/6/1965,,76,66
USC00193821,7/7/1965,,73,42
USC00193821,7/8/1965,,80,61
USC00193821,7/9/1965,,83,60
USC00193821,7/10/1965,,78,62
USC00193821,7/11/1965,,74,66
USC00193821,7/12/1965,,76,60
USC00193821,7/13/1965,,82,50
USC00193821,7/14/1965,,80,62
USC00193821,7/15/1965,,84,68
USC00193821,7/16/1965,,81,59
USC00193821,7/17/1965,,83,51
USC00193821,7/18/1965,,80,67
USC00193821,7/19/1965,,79,66
USC00193821,7/20/1965,,78,57
USC00193821,7/21/1965,,75,46
USC00193821,7/22/1965,,81,49
USC00193821,7/23/1965,,77,66
USC00193821,7/24/1965,,80,68
USC00193821,7/25/1965,,85,69
USC00193821,7/26/1965,,87,64
USC00193821,7/27/1965,,85,55
USC00193821,7/28/1965,,79,57
USC00193821,7/29/1965,,80,62
USC00193821,7/30/1965,,79,59
USC00193821,7/31/1965,,76,47
USC00193821,8/1/1965,,78,41
USC00193821,8/2/1965,,75,61
USC00193821,8/3/1965,,76,58
USC00193821,8/4/1965,,78,56
USC00193821,8/5/1965,,78,59
USC00193821,8/6/1965,,82,50
USC00193821,8/7/1965,,81,68
USC00193821,8/8/1965,,82,69
USC00193821,8/9/1965,,80,72
USC00193821,8/10/1965,,78,65
USC00193821,8/11/1965,,86,66
USC00193821,8/12/1965,,86,66
USC00193821,8/13/1965,,85,66
USC00193821,8/14/1965,,85,66
USC00193821,8/15/1965,,85,61
USC00193821,8/16/1965,,83,73
USC00193821,8/17/1965,,82,72
USC00193821,8/18/1965,,82,72
USC00193821,8/19/1965,,84,74
USC00193821,8/20/1965,,81,65
USC00193821,8/21/1965,,76,57
USC00193821,8/22/1965,,75,61
USC00193821,8/23/1965,,76,58
USC00193821,8/24/1965,,76,46
USC00193821,8/25/1965,,78,60
USC00193821,8/26/1965,,76,52
USC00193821,8/27/1965,,85,64
USC00193821,8/28/1965,,82,65
USC00193821,8/29/1965,,84,50
USC00193821,8/30/1965,,72,48
USC00193821,8/31/1965,,65,34
USC00193821,9/1/1965,,72,56
USC00193821,9/2/1965,,72,58
USC00193821,9/3/1965,,73,46
USC00193821,9/4/1965,,72,40
USC00193821,9/5/1965,,71,41
USC00193821,9/6/1965,,71,38
USC00193821,9/7/1965,,70,42
USC00193821,9/8/1965,,72,41
USC00193821,9/9/1965,,71,58
USC00193821,9/10/1965,,76,51
USC00193821,9/11/1965,,78,65
USC00193821,9/12/1965,,68,55
USC00193821,9/13/1965,,61,49
USC00193821,9/14/1965,,60,51
USC00193821,9/15/1965,,68,42
USC00193821,9/16/1965,,78,60
USC00193821,9/17/1965,,72,52
USC00193821,9/18/1965,,73,48
USC00193821,9/19/1965,,70,57
USC00193821,9/20/1965,,75,58
USC00193821,9/21/1965,,77,64
USC00193821,9/22/1965,,79,65
USC00193821,9/23/1965,,79,65
USC00193821,9/24/1965,,71,65
USC00193821,9/25/1965,,70,59
USC00193821,9/26/1965,,70,37
USC00193821,9/27/1965,,67,45
USC00193821,9/28/1965,,55,29
USC00193821,9/29/1965,,62,28
USC00193821,9/30/1965,,64,49
USC00193821,10/1/1965,,64,30
USC00193821,10/2/1965,,66,52
USC00193821,10/3/1965,,66,30
USC00193821,10/4/1965,,64,38
USC00193821,10/5/1965,,48,31
USC00193821,10/6/1965,,52,31
USC00193821,10/7/1965,,59,27
USC00193821,10/8/1965,,65,41
USC00193821,10/9/1965,,66,53
USC00193821,10/10/1965,,69,44
USC00193821,10/11/1965,,66,36
USC00193821,10/12/1965,,62,44
USC00193821,10/13/1965,,60,33
USC00193821,10/14/1965,,65,28
USC00193821,10/15/1965,,65,48
USC00193821,10/16/1965,,65,56
USC00193821,10/17/1965,,65,45
USC00193821,10/18/1965,,57,26
USC00193821,10/19/1965,,75,50
USC00193821,10/20/1965,,73,43
USC00193821,10/21/1965,,66,46
USC00193821,10/22/1965,,66,53
USC00193821,10/23/1965,,60,52
USC00193821,10/24/1965,,62,48
USC00193821,10/25/1965,,59,44
USC00193821,10/26/1965,,61,48
USC00193821,10/27/1965,,59,45
USC00193821,10/28/1965,,54,27
USC00193821,10/29/1965,,50,35
USC00193821,10/30/1965,,56,20
USC00193821,10/31/1965,,61,49
USC00193821,11/1/1965,,58,35
USC00193821,11/2/1965,,48,30
USC00193821,11/3/1965,,54,
USC00193821,11/4/1965,,66,50
USC00193821,11/5/1965,,55,34
USC00193821,11/6/1965,,55,18
USC00193821,11/7/1965,,60,48
USC00193821,11/8/1965,,52,33
USC00193821,11/9/1965,,55,43
USC00193821,11/10/1965,,43,25
USC00193821,11/11/1965,,48,22
USC00193821,11/12/1965,,52,41
USC00193821,11/13/1965,,58,45
USC00193821,11/14/1965,,56,38
USC00193821,11/15/1965,,44,28
USC00193821,11/16/1965,,54,28
USC00193821,11/17/1965,,55,45
USC00193821,11/18/1965,,46,28
USC00193821,11/19/1965,,47,27
USC00193821,11/20/1965,,44,21
USC00193821,11/21/1965,,51,29
USC00193821,11/22/1965,,52,38
USC00193821,11/23/1965,,46,39
USC00193821,11/24/1965,,42,29
USC00193821,11/25/1965,,,
USC00193821,11/26/1965,,53,39
USC00193821,11/27/1965,,55,27
USC00193821,11/28/1965,,54,22
USC00193821,11/29/1965,,47,26
USC00193821,11/30/1965,,36,16
USC00193821,12/1/1965,,41,9
USC00193821,12/2/1965,,46,18
USC00193821,12/3/1965,,45,18
USC00193821,12/4/1965,,51,40
USC00193821,12/5/1965,,47,29
USC00193821,12/6/1965,,46,28
USC00193821,12/7/1965,,41,30
USC00193821,12/8/1965,,36,11
USC00193821,12/9/1965,,40,14
USC00193821,12/10/1965,,46,
USC00193821,12/11/1965,,46,21
USC00193821,12/12/1965,,37,30
USC00193821,12/13/1965,,48,36
USC00193821,12/14/1965,,50,36
USC00193821,12/15/1965,,37,35
USC00193821,12/16/1965,,41,33
USC00193821,12/17/1965,,,
USC00193821,12/18/1965,,,
USC00193821,12/19/1965,,42,18
USC00193821,12/20/1965,,38,12
USC00193821,12/21/1965,,34,12
USC00193821,12/22/1965,,38,24
USC00193821,12/23/1965,,45,23
USC00193821,12/24/1965,,51,27
USC00193821,12/25/1965,,53,42
USC00193821,12/26/1965,,50,25
USC00193821,12/27/1965,,39,13
USC00193821,12/28/1965,,35,18
USC00193821,12/29/1965,,42,18
USC00193821,12/30/1965,,47,25
USC00193821,12/31/1965,,55,42
USC00193821,1/1/1966,,58,44
USC00193821,1/2/1966,,52,30
USC00193821,1/3/1966,,42,31
USC00193821,1/4/1966,,42,29
USC00193821,1/5/1966,,44,21
USC00193821,1/6/1966,,41,19
USC00193821,1/7/1966,,44,34
USC00193821,1/8/1966,,40,30
USC00193821,1/9/1966,,32,12
USC00193821,1/10/1966,,44,8
USC00193821,1/11/1966,,42,25
USC00193821,1/12/1966,,25,19
USC00193821,1/13/1966,,28,5
USC00193821,1/14/1966,,36,26
USC00193821,1/15/1966,,37,15
USC00193821,1/16/1966,,35,9
USC00193821,1/17/1966,,36,14
USC00193821,1/18/1966,,,
USC00193821,1/19/1966,,35,16
USC00193821,1/20/1966,,36,30
USC00193821,1/21/1966,,36,31
USC00193821,1/22/1966,,38,21
USC00193821,1/23/1966,,36,
USC00193821,1/24/1966,,39,24
USC00193821,1/25/1966,,34,29
USC00193821,1/26/1966,,31,26
USC00193821,1/27/1966,,31,29
USC00193821,1/28/1966,,32,8
USC00193821,1/29/1966,,28,10
USC00193821,1/30/1966,,40,16
USC00193821,1/31/1966,,35,18
USC00193821,2/1/1966,,33,20
USC00193821,2/2/1966,,37,18
USC00193821,2/3/1966,,37,33
USC00193821,2/4/1966,,37,18
USC00193821,2/5/1966,,35,21
USC00193821,2/6/1966,,32,19
USC00193821,2/7/1966,,29,14
USC00193821,2/8/1966,,32,-2
USC00193821,2/9/1966,,36,7
USC00193821,2/10/1966,,41,31
USC00193821,2/11/1966,,48,35
USC00193821,2/12/1966,,53,32
USC00193821,2/13/1966,,55,35
USC00193821,2/14/1966,,50,38
USC00193821,2/15/1966,,47,26
USC00193821,2/16/1966,,36,23
USC00193821,2/17/1966,,42,32
USC00193821,2/18/1966,,35,14
USC00193821,2/19/1966,,35,25
USC00193821,2/20/1966,,25,7
USC00193821,2/21/1966,,27,3
USC00193821,2/22/1966,,36,14
USC00193821,2/23/1966,,38,15
USC00193821,2/24/1966,,40,16
USC00193821,2/25/1966,,40,31
USC00193821,2/26/1966,,38,27
USC00193821,2/27/1966,,42,26
USC00193821,2/28/1966,,46,28
USC00193821,3/1/1966,,53,36
USC00193821,3/2/1966,,51,38
USC00193821,3/3/1966,,53,31
USC00193821,3/4/1966,,49,27
USC00193821,3/5/1966,,50,37
USC00193821,3/6/1966,,50,38
USC00193821,3/7/1966,,42,28
USC00193821,3/8/1966,,39,27
USC00193821,3/9/1966,,36,16
USC00193821,3/10/1966,,52,14
USC00193821,3/11/1966,,48,34
USC00193821,3/12/1966,,37,14
USC00193821,3/13/1966,,37,30
USC00193821,3/14/1966,,40,33
USC00193821,3/15/1966,,45,32
USC00193821,3/16/1966,,38,27
USC00193821,3/17/1966,,44,10
USC00193821,3/18/1966,,50,30
USC00193821,3/19/1966,,51,36
USC00193821,3/20/1966,,46,40
USC00193821,3/21/1966,,49,36
USC00193821,3/22/1966,,51,20
USC00193821,3/23/1966,,48,37
USC00193821,3/24/1966,,50,33
USC00193821,3/25/1966,,50,41
USC00193821,3/26/1966,,46,27
USC00193821,3/27/1966,,45,35
USC00193821,3/28/1966,,38,19
USC00193821,3/29/1966,,43,18
USC00193821,3/30/1966,,47,17
USC00193821,3/31/1966,,46,34
USC00193821,4/1/1966,,44,28
USC00193821,4/2/1966,,56,22
USC00193821,4/3/1966,,54,28
USC00193821,4/4/1966,,48,36
USC00193821,4/5/1966,,47,30
USC00193821,4/6/1966,,53,24
USC00193821,4/7/1966,,54,24
USC00193821,4/8/1966,,51,35
USC00193821,4/9/1966,,51,26
USC00193821,4/10/1966,,47,30
USC00193821,4/11/1966,,50,28
USC00193821,4/12/1966,,49,34
USC00193821,4/13/1966,,46,24
USC00193821,4/14/1966,,43,34
USC00193821,4/15/1966,,55,27
USC00193821,4/16/1966,,51,39
USC00193821,4/17/1966,,54,23
USC00193821,4/18/1966,,60,34
USC00193821,4/19/1966,,54,24
USC00193821,4/20/1966,,52,25
USC00193821,4/21/1966,,54,39
USC00193821,4/22/1966,,55,46
USC00193821,4/23/1966,,55,28
USC00193821,4/24/1966,,48,38
USC00193821,4/25/1966,,64,44
USC00193821,4/26/1966,,64,40
USC00193821,4/27/1966,,55,36
USC00193821,4/28/1966,,46,33
USC00193821,4/29/1966,,44,34
USC00193821,4/30/1966,,53,37
USC00193821,5/1/1966,,59,42
USC00193821,5/2/1966,,56,44
USC00193821,5/3/1966,,54,26
USC00193821,5/4/1966,,54,36
USC00193821,5/5/1966,,59,35
USC00193821,5/6/1966,,63,48
USC00193821,5/7/1966,,54,37
USC00193821,5/8/1966,,48,36
USC00193821,5/9/1966,,48,41
USC00193821,5/10/1966,,51,38
USC00193821,5/11/1966,,57,39
USC00193821,5/12/1966,,57,40
USC00193821,5/13/1966,,64,48
USC00193821,5/14/1966,,64,34
USC00193821,5/15/1966,,63,45
USC00193821,5/16/1966,,60,40
USC00193821,5/17/1966,,57,42
USC00193821,5/18/1966,,65,35
USC00193821,5/19/1966,,65,58
USC00193821,5/20/1966,,59,53
USC00193821,5/21/1966,,73,49
USC00193821,5/22/1966,,72,52
USC00193821,5/23/1966,,78,35
USC00193821,5/24/1966,,76,50
USC00193821,5/25/1966,,72,52
USC00193821,5/26/1966,,68,58
USC00193821,5/27/1966,,72,46
USC00193821,5/28/1966,,67,57
USC00193821,5/29/1966,,69,55
USC00193821,5/30/1966,,68,40
USC00193821,5/31/1966,,66,52
USC00193821,6/1/1966,,65,49
USC00193821,6/2/1966,,66,41
USC00193821,6/3/1966,,76,51
USC00193821,6/4/1966,,80,56
USC00193821,6/5/1966,,80,57
USC00193821,6/6/1966,,79,57
USC00193821,6/7/1966,,75,58
USC00193821,6/8/1966,,76,59
USC00193821,6/9/1966,,76,56
USC00193821,6/10/1966,,72,55
USC00193821,6/11/1966,,67,52
USC00193821,6/12/1966,,65,37
USC00193821,6/13/1966,,66,52
USC00193821,6/14/1966,,77,56
USC00193821,6/15/1966,,75,59
USC00193821,6/16/1966,,75,52
USC00193821,6/17/1966,,72,62
USC00193821,6/18/1966,,78,54
USC00193821,6/19/1966,,76,54
USC00193821,6/20/1966,,75,46
USC00193821,6/21/1966,,82,59
USC00193821,6/22/1966,,80,57
USC00193821,6/23/1966,,77,46
USC00193821,6/24/1966,,82,64
USC00193821,6/25/1966,,84,58
USC00193821,6/26/1966,,68,55
USC00193821,6/27/1966,,80,63
USC00193821,6/28/1966,,85,60
USC00193821,6/29/1966,,85,64
USC00193821,6/30/1966,,80,62
USC00193821,7/1/1966,,80,56
USC00193821,7/2/1966,,86,64
USC00193821,7/3/1966,,85,57
USC00193821,7/4/1966,,85,72
USC00193821,7/5/1966,,77,55
USC00193821,7/6/1966,,75,67
USC00193821,7/7/1966,,72,68
USC00193821,7/8/1966,,83,61
USC00193821,7/9/1966,,83,53
USC00193821,7/10/1966,,80,60
USC00193821,7/11/1966,,86,65
USC00193821,7/12/1966,,89,60
USC00193821,7/13/1966,,87,69
USC00193821,7/14/1966,,83,70
USC00193821,7/15/1966,,80,54
USC00193821,7/16/1966,,78,55
USC00193821,7/17/1966,,80,58
USC00193821,7/18/1966,,80,63
USC00193821,7/19/1966,,81,67
USC00193821,7/20/1966,,76,62
USC00193821,7/21/1966,,75,50
USC00193821,7/22/1966,,77,55
USC00193821,7/23/1966,,78,64
USC00193821,7/24/1966,,78,48
USC00193821,7/25/1966,,83,50
USC00193821,7/26/1966,,81,68
USC00193821,7/27/1966,,78,58
USC00193821,7/28/1966,,75,67
USC00193821,7/29/1966,,84,69
USC00193821,7/30/1966,,83,55
USC00193821,7/31/1966,,74,54
USC00193821,8/1/1966,,82,58
USC00193821,8/2/1966,,82,67
USC00193821,8/3/1966,,78,62
USC00193821,8/4/1966,,79,45
USC00193821,8/5/1966,,77,60
USC00193821,8/6/1966,,76,57
USC00193821,8/7/1966,,82,59
USC00193821,8/8/1966,,78,63
USC00193821,8/9/1966,,75,63
USC00193821,8/10/1966,,76,62
USC00193821,8/11/1966,,75,66
USC00193821,8/12/1966,,79,69
USC00193821,8/13/1966,,79,59
USC00193821,8/14/1966,,77,49
USC00193821,8/15/1966,,75,61
USC00193821,8/16/1966,,73,61
USC00193821,8/17/1966,,82,67
USC00193821,8/18/1966,,83,65
USC00193821,8/19/1966,,87,65
USC00193821,8/20/1966,,85,65
USC00193821,8/21/1966,,76,49
USC00193821,8/22/1966,,78,64
USC00193821,8/23/1966,,80,59
USC00193821,8/24/1966,,76,49
USC00193821,8/25/1966,,,58
USC00193821,8/26/1966,,78,
USC00193821,8/27/1966,,80,50
USC00193821,8/28/1966,,78,64
USC00193821,8/29/1966,,78,51
USC00193821,8/30/1966,,80,68
USC00193821,8/31/1966,,80,66
USC00193821,9/1/1966,,75,62
USC00193821,9/2/1966,,84,48
USC00193821,9/3/1966,,84,59
USC00193821,9/4/1966,,62,50
USC00193821,9/5/1966,,76,59
USC00193821,9/6/1966,,80,59
USC00193821,9/7/1966,,80,51
USC00193821,9/8/1966,,71,47
USC00193821,9/9/1966,,68,59
USC00193821,9/10/1966,,74,51
USC00193821,9/11/1966,,75,61
USC00193821,9/12/1966,,68,36
USC00193821,9/13/1966,,68,37
USC00193821,9/14/1966,,69,44
USC00193821,9/15/1966,,65,60
USC00193821,9/16/1966,,65,51
USC00193821,9/17/1966,,68,35
USC00193821,9/18/1966,,70,61
USC00193821,9/19/1966,,74,49
USC00193821,9/20/1966,,63,54
USC00193821,9/21/1966,,58,42
USC00193821,9/22/1966,,70,53
USC00193821,9/23/1966,,69,56
USC00193821,9/24/1966,,67,40
USC00193821,9/25/1966,,64,35
USC00193821,9/26/1966,,72,42
USC00193821,9/27/1966,,66,30
USC00193821,9/28/1966,,63,51
USC00193821,9/29/1966,,61,48
USC00193821,9/30/1966,,70,54
USC00193821,10/1/1966,,68,49
USC00193821,10/2/1966,,62,42
USC00193821,10/3/1966,,61,33
USC00193821,10/4/1966,,65,38
USC00193821,10/5/1966,,65,58
USC00193821,10/6/1966,,61,43
USC00193821,10/7/1966,,64,32
USC00193821,10/8/1966,,70,53
USC00193821,10/9/1966,,68,55
USC00193821,10/10/1966,,64,52
USC00193821,10/11/1966,,67,43
USC00193821,10/12/1966,,64,46
USC00193821,10/13/1966,,60,22
USC00193821,10/14/1966,,69,30
USC00193821,10/15/1966,,65,56
USC00193821,10/16/1966,,65,59
USC00193821,10/17/1966,,62,44
USC00193821,10/18/1966,,52,34
USC00193821,10/19/1966,,60,41
USC00193821,10/20/1966,,63,50
USC00193821,10/21/1966,,57,38
USC00193821,10/22/1966,,61,30
USC00193821,10/23/1966,,67,49
USC00193821,10/24/1966,,64,51
USC00193821,10/25/1966,,57,48
USC00193821,10/26/1966,,56,37
USC00193821,10/27/1966,,58,23
USC00193821,10/28/1966,,61,26
USC00193821,10/29/1966,,61,29
USC00193821,10/30/1966,,60,33
USC00193821,10/31/1966,,51,9
USC00193821,11/1/1966,,64,44
USC00193821,11/2/1966,,60,40
USC00193821,11/3/1966,,65,42
USC00193821,11/4/1966,,60,30
USC00193821,11/5/1966,,51,22
USC00193821,11/6/1966,,52,26
USC00193821,11/7/1966,,47,41
USC00193821,11/8/1966,,51,30
USC00193821,11/9/1966,,57,49
USC00193821,11/10/1966,,60,53
USC00193821,11/11/1966,,68,53
USC00193821,11/12/1966,,57,40
USC00193821,11/13/1966,,58,40
USC00193821,11/14/1966,,54,40
USC00193821,11/15/1966,,44,25
USC00193821,11/16/1966,,43,27
USC00193821,11/17/1966,,58,40
USC00193821,11/18/1966,,56,47
USC00193821,11/19/1966,,56,40
USC00193821,11/20/1966,,40,33
USC00193821,11/21/1966,,44,17
USC00193821,11/22/1966,,43,34
USC00193821,11/23/1966,,47,23
USC00193821,11/24/1966,,54,18
USC00193821,11/25/1966,,64,30
USC00193821,11/26/1966,,52,43
USC00193821,11/27/1966,,54,44
USC00193821,11/28/1966,,48,44
USC00193821,11/29/1966,,56,46
USC00193821,11/30/1966,,46,38
USC00193821,12/1/1966,,46,30
USC00193821,12/2/1966,,48,28
USC00193821,12/3/1966,,29,12
USC00193821,12/4/1966,,30,22
USC00193821,12/5/1966,,35,21
USC00193821,12/6/1966,,42,33
USC00193821,12/7/1966,,,
USC00193821,12/8/1966,,55,41
USC00193821,12/9/1966,,60,38
USC00193821,12/10/1966,,52,46
USC00193821,12/11/1966,,57,48
USC00193821,12/12/1966,,53,34
USC00193821,12/13/1966,,42,18
USC00193821,12/14/1966,,42,38
USC00193821,12/15/1966,,38,32
USC00193821,12/16/1966,,38,16
USC00193821,12/17/1966,,49,27
USC00193821,12/18/1966,,53,42
USC00193821,12/19/1966,,47,29
USC00193821,12/20/1966,,33,28
USC00193821,12/21/1966,,33,31
USC00193821,12/22/1966,,34,27
USC00193821,12/23/1966,,32,19
USC00193821,12/24/1966,,33,18
USC00193821,12/25/1966,,45,22
USC00193821,12/26/1966,,33,25
USC00193821,12/27/1966,,30,17
USC00193821,12/28/1966,,28,14
USC00193821,12/29/1966,,48,9
USC00193821,12/30/1966,,44,29
USC00193821,12/31/1966,,34,20
USC00193821,1/1/1967,,40,15
USC00193821,1/2/1967,,43,34
USC00193821,1/3/1967,,40,18
USC00193821,1/4/1967,,37,36
USC00193821,1/5/1967,,37,34
USC00193821,1/6/1967,,34,25
USC00193821,1/7/1967,,38,9
USC00193821,1/8/1967,,50,38
USC00193821,1/9/1967,,46,32
USC00193821,1/10/1967,,37,21
USC00193821,1/11/1967,,38,20
USC00193821,1/12/1967,,35,21
USC00193821,1/13/1967,,44,27
USC00193821,1/14/1967,,43,22
USC00193821,1/15/1967,,47,39
USC00193821,1/16/1967,,43,31
USC00193821,1/17/1967,,45,15
USC00193821,1/18/1967,,41,18
USC00193821,1/19/1967,,24,12
USC00193821,1/20/1967,,34,20
USC00193821,1/21/1967,,47,20
USC00193821,1/22/1967,,48,30
USC00193821,1/23/1967,,53,28
USC00193821,1/24/1967,,64,43
USC00193821,1/25/1967,,58,37
USC00193821,1/26/1967,,55,40
USC00193821,1/27/1967,,50,35
USC00193821,1/28/1967,,52,35
USC00193821,1/29/1967,,36,26
USC00193821,1/30/1967,,31,14
USC00193821,1/31/1967,,33,17
USC00193821,2/1/1967,,42,22
USC00193821,2/2/1967,,44,23
USC00193821,2/3/1967,,47,24
USC00193821,2/4/1967,,35,17
USC00193821,2/5/1967,,45,34
USC00193821,2/6/1967,,43,19
USC00193821,2/7/1967,,25,20
USC00193821,2/8/1967,,40,14
USC00193821,2/9/1967,,44,20
USC00193821,2/10/1967,,36,30
USC00193821,2/11/1967,,43,33
USC00193821,2/12/1967,,40,14
USC00193821,2/13/1967,,22,-2
USC00193821,2/14/1967,,39,-3
USC00193821,2/15/1967,,51,35
USC00193821,2/16/1967,,54,37
USC00193821,2/17/1967,,42,20
USC00193821,2/18/1967,,25,21
USC00193821,2/19/1967,,26,12
USC00193821,2/20/1967,,36,20
USC00193821,2/21/1967,,41,29
USC00193821,2/22/1967,,34,19
USC00193821,2/23/1967,,41,29
USC00193821,2/24/1967,,35,20
USC00193821,2/25/1967,,28,14
USC00193821,2/26/1967,,30,11
USC00193821,2/27/1967,,34,12
USC00193821,2/28/1967,,40,30
USC00193821,3/1/1967,,39,20
USC00193821,3/2/1967,,32,9
USC00193821,3/3/1967,,47,32
USC00193821,3/4/1967,,48,33
USC00193821,3/5/1967,,38,30
USC00193821,3/6/1967,,37,34
USC00193821,3/7/1967,,35,32
USC00193821,3/8/1967,,38,16
USC00193821,3/9/1967,,42,17
USC00193821,3/10/1967,,52,29
USC00193821,3/11/1967,,61,35
USC00193821,3/12/1967,,51,34
USC00193821,3/13/1967,,40,17
USC00193821,3/14/1967,,50,37
USC00193821,3/15/1967,,38,31
USC00193821,3/16/1967,,32,27
USC00193821,3/17/1967,,38,6
USC00193821,3/18/1967,,36,6
USC00193821,3/19/1967,,38,-3
USC00193821,3/20/1967,,38,4
USC00193821,3/21/1967,,37,10
USC00193821,3/22/1967,,35,29
USC00193821,3/23/1967,,34,28
USC00193821,3/24/1967,,38,30
USC00193821,3/25/1967,,40,29
USC00193821,3/26/1967,,40,34
USC00193821,3/27/1967,,39,34
USC00193821,3/28/1967,,43,33
USC00193821,3/29/1967,,40,35
USC00193821,3/30/1967,,44,34
USC00193821,3/31/1967,,43,24
USC00193821,4/1/1967,,54,25
USC00193821,4/2/1967,,71,51
USC00193821,4/3/1967,,77,45
USC00193821,4/4/1967,,64,30
USC00193821,4/5/1967,,49,36
USC00193821,4/6/1967,,46,35
USC00193821,4/7/1967,,40,30
USC00193821,4/8/1967,,38,30
USC00193821,4/9/1967,,50,18
USC00193821,4/10/1967,,61,39
USC00193821,4/11/1967,,60,31
USC00193821,4/12/1967,,42,28
USC00193821,4/13/1967,,47,22
USC00193821,4/14/1967,,58,38
USC00193821,4/15/1967,,55,40
USC00193821,4/16/1967,,40,37
USC00193821,4/17/1967,,44,33
USC00193821,4/18/1967,,48,32
USC00193821,4/19/1967,,40,33
USC00193821,4/20/1967,,55,33
USC00193821,4/21/1967,,52,35
USC00193821,4/22/1967,,55,41
USC00193821,4/23/1967,,60,40
USC00193821,4/24/1967,,56,31
USC00193821,4/25/1967,,49,34
USC00193821,4/26/1967,,52,24
USC00193821,4/27/1967,,49,35
USC00193821,4/28/1967,,43,36
USC00193821,4/29/1967,,46,36
USC00193821,4/30/1967,,50,39
USC00193821,5/1/1967,,61,27
USC00193821,5/2/1967,,58,29
USC00193821,5/3/1967,,59,37
USC00193821,5/4/1967,,57,39
USC00193821,5/5/1967,,56,42
USC00193821,5/6/1967,,56,40
USC00193821,5/7/1967,,54,24
USC00193821,5/8/1967,,58,40
USC00193821,5/9/1967,,54,43
USC00193821,5/10/1967,,52,46
USC00193821,5/11/1967,,56,33
USC00193821,5/12/1967,,58,42
USC00193821,5/13/1967,,62,42
USC00193821,5/14/1967,,61,33
USC00193821,5/15/1967,,,
USC00193821,5/16/1967,,64,44
USC00193821,5/17/1967,,63,34
USC00193821,5/18/1967,,65,46
USC00193821,5/19/1967,,65,50
USC00193821,5/20/1967,,68,51
USC00193821,5/21/1967,,65,42
USC00193821,5/22/1967,,63,44
USC00193821,5/23/1967,,57,34
USC00193821,5/24/1967,,60,36
USC00193821,5/25/1967,,56,44
USC00193821,5/26/1967,,44,37
USC00193821,5/27/1967,,50,40
USC00193821,5/28/1967,,67,43
USC00193821,5/29/1967,,65,35
USC00193821,5/30/1967,,66,46
USC00193821,5/31/1967,,66,46
USC00193821,7/1/1967,,74,55
