,DAPR,DAPR_ATTRIBUTES,DASF,DASF_ATTRIBUTES,DATE,ELEVATION,LATITUDE,LONGITUDE,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
11718,,,,,1991-06-01,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.33,",,0,0800",0.0,"P,,0,",0.0,",,0,",USC00190998,81,",,0",57,",,0",64,",,0,0800",,,,,,,,,,,,
11719,,,,,1991-06-02,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,79,",,0",51,",,0",61,",,0,0800",,,,,,,,,,,,
11720,,,,,1991-06-03,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,78,",,0",51,",,0",61,",,0,0800",,,,,,,,,,,,
11721,,,,,1991-06-04,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.03,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,80,",,0",55,",,0",56,",,0,0800",,,,,,,,,,,,
11722,,,,,1991-06-05,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.03,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,60,",,0",49,",,0",53,",,0,0800",,,,,,,,,,,,
11723,,,,,1991-06-06,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.06,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,59,",,0",44,",,0",54,",,0,0800",,,,,,,,,,,,
11724,,,,,1991-06-07,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,73,",,0",46,",,0",56,",,0,0800",,,,,,,,,,,,
11725,,,,,1991-06-08,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,81,",,0",51,",,0",67,",,0,0800",,,,,,,,,,,,
11726,,,,,1991-06-09,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,85,",,0",52,",,0",61,",,0,0800",,,,,,,,,,,,
11727,,,,,1991-06-10,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,79,",,0",51,",,0",57,",,0,0800",,,,,,,,,,,,
11728,,,,,1991-06-11,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,86,",,0",57,",,0",66,",,0,0800",,,,,,,,,,,,
11729,,,,,1991-06-12,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.01,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,85,",,0",63,",,0",67,",,0,0800",,,,,,,,,,,,
11730,,,,,1991-06-13,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.07,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,81,",,0",49,",,0",54,",,0,0800",,,,,,,,,,,,
11731,,,,,1991-06-14,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,71,",,0",45,",,0",55,",,0,0800",,,,,,,,,,,,
11732,,,,,1991-06-15,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,77,",,0",51,",,0",62,",,0,0800",,,,,,,,,,,,
11733,,,,,1991-06-16,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.09,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,90,",,0",62,",,0",68,",,0,0800",,,,,,,,,,,,
11734,,,,,1991-06-17,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.18,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,80,",,0",57,",,0",57,",,0,0800",,,    1,",,0",,,,,,,,
11735,,,,,1991-06-18,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,63,",,0",55,",,0",58,",,0,0800",,,,,,,,,,,,
11736,,,,,1991-06-19,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,74,",,0",55,",,0",58,",,0,0800",,,,,,,,,,,,
11737,,,,,1991-06-20,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.88,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,66,",,0",57,",,0",65,",,0,0800",,,,,,,,,,,,
11738,,,,,1991-06-21,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,89,",,0",58,",,0",67,",,0,0800",,,,,,,,,,,,
11739,,,,,1991-06-22,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,85,",,0",56,",,0",61,",,0,0800",,,,,,,,,,,,
11740,,,,,1991-06-23,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.05,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,73,",,0",56,",,0",58,",,0,0800",,,,,,,,,,,,
11741,,,,,1991-06-24,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,72,",,0",50,",,0",59,",,0,0800",,,,,,,,,,,,
11742,,,,,1991-06-25,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,78,",,0",50,",,0",57,",,0,0800",,,,,,,,,,,,
11743,,,,,1991-06-26,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,83,",,0",56,",,0",64,",,0,0800",,,,,,,,,,,,
11744,,,,,1991-06-27,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,85,",,0",56,",,0",65,",,0,0800",,,,,,,,,,,,
11745,,,,,1991-06-28,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,89,",,0",64,",,0",75,",,0,0800",,,,,,,,,,,,
11746,,,,,1991-06-29,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,92,",,0",71,",,0",71,",,0,0800",,,,,,,,,,,,
11747,,,,,1991-06-30,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,91,",,0",62,",,0",62,",,0,0800",,,,,,,,,,,,
11748,,,,,1991-07-01,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.20,",,0,0800",0.0,"P,,0,",0.0,",,0,",USC00190998,66,",,0",49,",,0",56,",,0,0800",,,,,,,,,,,,
11749,,,,,1991-07-02,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,76,",,0",46,",,0",56,",,0,0800",,,,,,,,,,,,
11750,,,,,1991-07-03,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,77,",,0",56,",,0",64,",,0,0800",,,,,,,,,,,,
11751,,,,,1991-07-04,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,74,",,0",54,",,0",60,",,0,0800",,,,,,,,,,,,
11752,,,,,1991-07-05,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,78,",,0",55,",,0",59,",,0,0800",,,,,,,,,,,,
11753,,,,,1991-07-06,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.06,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,65,",,0",58,",,0",63,",,0,0800",    1,",,0",,,,,,,,,,
11754,,,,,1991-07-07,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,76,",,0",62,",,0",65,",,0,0800",    1,",,0",    1,",,0",,,,,,,,
11755,,,,,1991-07-08,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.16,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,71,",,0",65,",,0",68,",,0,0800",    1,",,0",,,,,,,,,,
11756,,,,,1991-07-09,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,90,",,0",57,",,0",67,",,0,0800",,,,,,,,,,,,
11757,,,,,1991-07-10,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,79,",,0",49,",,0",61,",,0,0800",,,,,,,,,,,,
11758,,,,,1991-07-11,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,82,",,0",55,",,0",63,",,0,0800",,,,,,,,,,,,
11759,,,,,1991-07-12,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,81,",,0",51,",,0",58,",,0,0800",,,,,,,,,,,,
11760,,,,,1991-07-13,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,84,",,0",56,",,0",59,",,0,0800",,,,,,,,,,,,
11761,,,,,1991-07-14,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",1.04,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,68,",,0",59,",,0",65,",,0,0800",,,,,,,,,,,,
11762,,,,,1991-07-15,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,85,",,0",54,",,0",64,",,0,0800",,,,,,,,,,,,
11763,,,,,1991-07-16,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,84,",,0",55,",,0",68,",,0,0800",,,,,,,,,,,,
11764,,,,,1991-07-17,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,88,",,0",58,",,0",71,",,0,0800",,,,,,,,,,,,
11765,,,,,1991-07-18,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,90,",,0",66,",,0",71,",,0,0800",,,,,,,,,,,,
11766,,,,,1991-07-19,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.01,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,93,",,0",69,",,0",73,",,0,0800",    1,",,0",,,,,,,,,,
11767,,,,,1991-07-20,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,97,",,0",69,",,0",74,",,0,0800",,,,,,,,,,,,
11768,,,,,1991-07-21,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,98,",,0",67,",,0",72,",,0,0800",,,,,,,,,,,,
11769,,,,,1991-07-22,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,97,",,0",67,",,0",71,",,0,0800",,,,,,,,,,,,
11770,,,,,1991-07-23,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.35,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,90,",,0",69,",,0",71,",,0,0800",,,,,,,,,,,,
11771,,,,,1991-07-24,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,93,",,0",67,",,0",70,",,0,0800",,,,,,,,,,,,
11772,,,,,1991-07-25,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,87,",,0",54,",,0",61,",,0,0800",,,,,,,,,,,,
11773,,,,,1991-07-26,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.01,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,76,",,0",61,",,0",68,",,0,0800",,,,,,,,,,,,
11774,,,,,1991-07-27,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",1.74,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,78,",,0",66,",,0",67,",,0,0800",,,,,,,,,,,,
11775,,,,,1991-07-28,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.02,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,79,",,0",55,",,0",58,",,0,0800",,,,,,,,,,,,
11776,,,,,1991-07-29,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,80,",,0",54,",,0",58,",,0,0800",,,,,,,,,,,,
11777,,,,,1991-07-30,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,73,",,0",58,",,0",64,",,0,0800",,,,,,,,,,,,
11778,,,,,1991-07-31,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,76,",,0",57,",,0",62,",,0,0800",,,,,,,,,,,,
11779,,,,,1991-08-01,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,",,0,",USC00190998,80,",,0",61,",,0",62,",,0,0800",    1,",,0",,,,,,,,,,
11780,,,,,1991-08-02,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,87,",,0",62,",,0",65,",,0,0800",,,,,,,,,,,,
11781,,,,,1991-08-03,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,87,",,0",63,",,0",65,",,0,0800",,,,,,,,,,,,
11782,,,,,1991-08-04,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.17,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,68,",,0",62,",,0",63,",,0,0800",,,    1,",,0",,,,,,,,
11783,,,,,1991-08-05,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.48,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,79,",,0",61,",,0",62,",,0,0800",,,,,,,,,,,,
11784,,,,,1991-08-06,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,78,",,0",55,",,0",62,",,0,0800",,,,,,,,,,,,
11785,,,,,1991-08-07,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,77,",,0",55,",,0",61,",,0,0800",,,,,,,,,,,,
11786,,,,,1991-08-08,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,80,",,0",56,",,0",62,",,0,0800",,,,,,,,,,,,
11787,,,,,1991-08-09,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,85,",,0",59,",,0",62,",,0,0800",,,,,,,,,,,,
11788,,,,,1991-08-10,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",1.18,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,74,",,0",62,",,0",70,",,0,0800",,,,,,,,,,,,
11789,,,,,1991-08-11,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.02,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,78,",,0",55,",,0",58,",,0,0800",,,,,,,,,,,,
11790,,,,,1991-08-12,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,79,",,0",57,",,0",60,",,0,0800",,,,,,,,,,,,
11791,,,,,1991-08-13,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,82,",,0",58,",,0",63,",,0,0800",,,,,,,,,,,,
11792,,,,,1991-08-14,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,87,",,0",61,",,0",63,",,0,0800",,,,,,,,,,,,
11793,,,,,1991-08-15,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,86,",,0",63,",,0",69,",,0,0800",,,,,,,,,,,,
11794,,,,,1991-08-16,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.12,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,77,",,0",47,",,0",67,",,0,0800",    1,",,0",,,,,,,,,,
11795,,,,,1991-08-17,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,86,",,0",62,",,0",66,",,0,0800",    1,",,0",,,,,,,,,,
11796,,,,,1991-08-18,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,87,",,0",66,",,0",70,",,0,0800",,,,,,,,,,,,
11797,,,,,1991-08-19,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.35,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,86,",,0",70,",,0",70,",,0,0800",,,,,,,,,    1,",,0",    1,",,0"
11798,,,,,1991-08-20,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",4.14,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,,,,,60,",,0,0800",,,,,,,,,,,,
11799,,,,,1991-08-21,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.85,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,69,",,0",58,",,0",58,",,0,0800",    1,",,0",,,,,,,,,,
11800,,,,,1991-08-22,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,64,",,0",58,",,0",63,",,0,0800",    1,",,0",,,,,,,,,,
11801,,,,,1991-08-23,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,82,",,0",60,",,0",62,",,0,0800",    1,",,0",,,,,,,,,,
11802,,,,,1991-08-24,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,,,,,61,",,0,0800",,,,,,,,,,,,
11803,,,,,1991-08-25,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,76,",,0",52,",,0",57,",,0,0800",,,,,,,,,,,,
11804,,,,,1991-08-26,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,73,",,0",50,",,0",54,",,0,0800",    1,",,0",,,,,,,,,,
11805,,,,,1991-08-27,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,76,",,0",54,",,0",64,",,0,0800",,,,,,,,,,,,
11806,,,,,1991-08-28,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,86,",,0",61,",,0",64,",,0,0800",    1,",,0",,,,,,,,,,
11807,,,,,1991-08-29,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,89,",,0",62,",,0",69,",,0,0800",,,,,,,,,,,,
11808,,,,,1991-08-30,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,87,",,0",62,",,0",66,",,0,0800",    1,",,0",,,,,,,,,,
11809,,,,,1991-08-31,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.04,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,90,",,0",66,",,0",71,",,0,0800",    1,",,0",,,,,,,,,,
11810,,,,,1991-09-01,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.04,",,0,0800",0.0,"P,,0,",0.0,",,0,",USC00190998,82,",,0",47,",,0",50,",,0,0800",,,,,,,,,,,,
11811,,,,,1991-09-02,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,67,",,0",41,",,0",43,",,0,0800",,,,,,,,,,,,
11812,,,,,1991-09-03,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,72,",,0",41,",,0",49,",,0,0800",    1,",,0",,,,,,,,,,
11813,,,,,1991-09-04,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,74,",,0",41,",,0",62,",,0,0800",,,,,,,,,,,,
11814,,,,,1991-09-05,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.61,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,80,",,0",45,",,0",66,",,0,0800",,,,,,,,,,,,
11815,,,,,1991-09-06,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.12,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,67,",,0",33,",,0",55,",,0,0800",,,,,,,,,,,,
11816,,,,,1991-09-07,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.02,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,73,",,0",51,",,0",53,",,0,0800",,,,,,,,,,,,
11817,,,,,1991-09-08,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,80,",,0",53,",,0",56,",,0,0800",,,,,,,,,,,,
11818,,,,,1991-09-09,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,81,",,0",52,",,0",53,",,0,0800",,,,,,,,,,,,
11819,,,,,1991-09-10,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,81,",,0",53,",,0",61,",,0,0800",,,,,,,,,,,,
11820,,,,,1991-09-11,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,81,",,0",53,",,0",69,",,0,0800",,,,,,,,,,,,
11821,,,,,1991-09-12,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,86,",,0",43,",,0",46,",,0,0800",,,,,,,,,,,,
11822,,,,,1991-09-13,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,70,",,0",40,",,0",44,",,0,0800",,,,,,,,,,,,
11823,,,,,1991-09-14,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.10,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,,,,,,,,,,,,,,,,,,
11824,,,,,1991-09-15,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.40,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,,,,,,,,,,,,,,,,,,
11825,,,,,1991-09-16,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.10,",,0,0800",0.0,"P,,0,",0.0,"P,,0,",USC00190998,,,,,68,",,0,0800",,,,,,,,,,,,
