,DAPR,DAPR_ATTRIBUTES,DASF,DASF_ATTRIBUTES,DATE,ELEVATION,LATITUDE,LONGITUDE,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
1436,,,,,1963-04-06,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,45,",,0",27,",,0",37,",,0,0800",,,,,,,,,,,,
1437,,,,,1963-04-07,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,56,",,0",26,",,0",40,",,0,0800",,,,,,,,,,,,
1438,,,,,1963-04-08,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,64,",,0",29,",,0",40,",,0,0800",,,,,,,,,,,,
1439,,,,,1963-04-09,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,54,",,0",22,",,0",39,",,0,0800",,,,,,,,,,,,
1440,,,,,1963-04-10,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,56,",,0",25,",,0",39,",,0,0800",,,,,,,,,,,,
1441,,,,,1963-04-11,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,46,",,0",32,",,0",38,",,0,0800",,,,,,,,,,,,
1442,,,,,1963-04-12,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,"T,,0,",0.0,",,0,",USC00190998,47,",,0",34,",,0",45,",,0,0800",,,,,,,,,,,,
1443,,,,,1963-04-13,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,60,",,0",28,",,0",48,",,0,0800",,,,,,,,,,,,
1444,,,,,1963-04-14,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,59,",,0",26,",,0",42,",,0,0800",,,,,,,,,,,,
1445,,,,,1963-04-15,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,56,",,0",33,",,0",44,",,0,0800",,,,,,,,,,,,
1446,,,,,1963-04-16,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,60,",,0",28,",,0",48,",,0,0800",,,,,,,,,,,,
1447,,,,,1963-04-17,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,64,",,0",29,",,0",41,",,0,0800",,,,,,,,,,,,
1448,,,,,1963-04-18,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.08,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,61,",,0",41,",,0",47,",,0,0800",,,,,,,,,,,,
1449,,,,,1963-04-19,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,73,",,0",33,",,0",47,",,0,0800",,,,,,,,,,,,
1450,,,,,1963-04-20,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.05,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,63,",,0",42,",,0",53,",,0,0800",,,,,,,,,,,,
1451,,,,,1963-04-21,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,74,",,0",35,",,0",55,",,0,0800",,,,,,,,,,,,
1452,,,,,1963-04-22,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,68,",,0",36,",,0",39,",,0,0800",,,,,,,,,,,,
1453,,,,,1963-04-23,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,54,",,0",34,",,0",42,",,0,0800",,,,,,,,,,,,
1454,,,,,1963-04-24,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.32,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,44,",,0",33,",,0",37,",,0,0800",,,,,    1,",,0",,,,,,
1455,,,,,1963-04-25,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,50,",,0",36,",,0",41,",,0,0800",,,,,,,,,,,,
1456,,,,,1963-04-26,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,54,",,0",25,",,0",39,",,0,0800",,,,,,,,,,,,
1457,,,,,1963-04-27,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,54,",,0",32,",,0",49,",,0,0800",,,,,,,,,,,,
1458,,,,,1963-04-28,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,58,",,0",31,",,0",50,",,0,0800",,,,,,,,,,,,
1459,,,,,1963-04-29,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,59,",,0",27,",,0",37,",,0,0800",,,,,,,,,,,,
1460,,,,,1963-04-30,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,68,",,0",37,",,0",47,",,0,0800",,,,,,,,,,,,
1461,,,,,1963-05-01,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.70,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,53,",,0",46,",,0",51,",,0,0800",    1,",,0",,,,,,,,,,
1462,,,,,1963-05-02,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,64,",,0",37,",,0",38,",,0,0800",,,,,,,,,,,,
1463,,,,,1963-05-03,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.15,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,52,",,0",28,",,0",44,",,0,0800",,,,,,,,,,,,
1464,,,,,1963-05-04,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,72,",,0",36,",,0",57,",,0,0800",,,,,,,,,,,,
1465,,,,,1963-05-05,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,81,",,0",43,",,0",68,",,0,0800",,,,,,,,,,,,
1466,,,,,1963-05-06,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,79,",,0",39,",,0",45,",,0,0800",,,,,,,,,,,,
1467,,,,,1963-05-07,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,64,",,0",34,",,0",50,",,0,0800",,,,,,,,,,,,
1468,,,,,1963-05-08,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,70,",,0",43,",,0",60,",,0,0800",,,,,,,,,,,,
1469,,,,,1963-05-09,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,78,",,0",54,",,0",62,",,0,0800",,,,,,,,,,,,
1470,,,,,1963-05-10,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,86,",,0",58,",,0",58,",,0,0800",,,,,,,,,,,,
1471,,,,,1963-05-11,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.77,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,59,",,0",35,",,0",37,",,0,0800",,,,,,,,,,,,
1472,,,,,1963-05-12,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,45,",,0",29,",,0",43,",,0,0800",,,,,,,,,,,,
1473,,,,,1963-05-13,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,59,",,0",28,",,0",40,",,0,0800",,,,,,,,,,,,
1474,,,,,1963-05-14,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.09,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,68,",,0",39,",,0",47,",,0,0800",,,    1,",,0",,,,,,,,
1475,,,,,1963-05-15,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.21,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,68,",,0",45,",,0",53,",,0,0800",,,,,,,,,,,,
1476,,,,,1963-05-16,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,69,",,0",37,",,0",50,",,0,0800",,,,,,,,,,,,
1477,,,,,1963-05-17,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,75,",,0",40,",,0",49,",,0,0800",,,,,,,,,,,,
1478,,,,,1963-05-18,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,74,",,0",48,",,0",52,",,0,0800",,,,,,,,,,,,
1479,,,,,1963-05-19,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.36,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,59,",,0",48,",,0",57,",,0,0800",,,,,,,,,,,,
1480,,,,,1963-05-20,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,79,",,0",46,",,0",56,",,0,0800",,,,,,,,,,,,
1481,,,,,1963-05-21,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.27,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,78,",,0",40,",,0",49,",,0,0800",,,,,,,,,,,,
1482,,,,,1963-05-22,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.20,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,70,",,0",48,",,0",54,",,0,0800",,,,,,,,,,,,
1483,,,,,1963-05-23,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,72,",,0",45,",,0",45,",,0,0800",,,,,,,,,,,,
1484,,,,,1963-05-24,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,57,",,0",31,",,0",42,",,0,0800",,,,,,,,,,,,
1485,,,,,1963-05-25,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,66,",,0",36,",,0",55,",,0,0800",,,,,,,,,,,,
1486,,,,,1963-05-26,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,69,",,0",39,",,0",43,",,0,0800",,,,,,,,,,,,
1487,,,,,1963-05-27,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,67,",,0",37,",,0",47,",,0,0800",,,,,,,,,,,,
1488,,,,,1963-05-28,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,75,",,0",40,",,0",49,",I,0,0800",,,,,,,,,,,,
1489,,,,,1963-05-29,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,72,",,0",51,",I,0",54,",,0,0800",,,,,,,,,,,,
1490,,,,,1963-05-30,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.35,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,64,",,0",53,",,0",63,",,0,0800",,,,,,,,,,,,
1491,,,,,1963-05-31,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,73,",,0",50,",,0",58,",,0,0800",,,,,,,,,,,,
1492,,,,,1963-06-01,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,78,",,0",54,",,0",63,",,0,0800",,,,,,,,,,,,
1493,,,,,1963-06-02,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,83,",,0",46,",,0",63,",,0,0800",,,,,,,,,,,,
1494,,,,,1963-06-03,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,79,",,0",45,",,0",54,",,0,0800",,,,,,,,,,,,
1495,,,,,1963-06-04,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.35,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,82,",,0",54,",,0",66,",,0,0800",,,,,,,,,,,,
1496,,,,,1963-06-05,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,82,",,0",61,",,0",63,",,0,0800",,,,,,,,,,,,
1497,,,,,1963-06-06,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,85,",,0",60,",,0",65,",,0,0800",,,,,,,,,,,,
1498,,,,,1963-06-07,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.03,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,84,",,0",57,",,0",57,",,0,0800",,,,,,,,,,,,
1499,,,,,1963-06-08,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,66,",,0",45,",,0",50,",,0,0800",,,,,,,,,,,,
1500,,,,,1963-06-09,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,75,",,0",50,",,0",70,",,0,0800",,,,,,,,,,,,
1501,,,,,1963-06-10,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.17,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,86,",,0",55,",,0",55,",,0,0800",,,,,,,,,,,,
1502,,,,,1963-06-11,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,62,",,0",45,",,0",52,",,0,0800",,,,,,,,,,,,
1503,,,,,1963-06-12,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.28,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,60,",,0",50,",,0",52,",,0,0800",,,,,,,,,,,,
1504,,,,,1963-06-13,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,63,",,0",49,",,0",55,",,0,0800",,,,,,,,,,,,
1505,,,,,1963-06-14,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,78,",,0",47,",,0",58,",,0,0800",,,    1,",,0",,,,,,,,
1506,,,,,1963-06-15,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.33,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,77,",,0",53,",,0",53,",,0,0800",,,,,,,,,,,,
1507,,,,,1963-06-16,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.24,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,63,",,0",45,",,0",63,",,0,0800",,,,,,,,,,,,
1508,,,,,1963-06-17,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,74,",,0",44,",,0",51,",,0,0800",,,,,,,,,,,,
1509,,,,,1963-06-18,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,79,",,0",48,",,0",59,",,0,0800",,,,,,,,,,,,
1510,,,,,1963-06-19,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,82,",,0",49,",,0",61,",,0,0800",,,,,,,,,,,,
1511,,,,,1963-06-20,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,84,",,0",50,",,0",60,",,0,0800",,,,,,,,,,,,
1512,,,,,1963-06-21,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.25,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,74,",,0",57,",,0",57,",,0,0800",,,,,,,,,,,,
1513,,,,,1963-06-22,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,65,",,0",47,",,0",54,",,0,0800",,,,,,,,,,,,
1514,,,,,1963-06-23,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,73,",,0",54,",,0",60,",,0,0800",,,,,,,,,,,,
1515,,,,,1963-06-24,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,81,",,0",49,",,0",60,",,0,0800",,,,,,,,,,,,
1516,,,,,1963-06-25,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,89,",,0",51,",,0",58,",,0,0800",,,,,,,,,,,,
1517,,,,,1963-06-26,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,90,",,0",58,",,0",75,",,0,0800",,,,,,,,,,,,
1518,,,,,1963-06-27,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,93,",,0",52,",,0",65,",,0,0800",,,,,,,,,,,,
1519,,,,,1963-06-28,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,93,",,0",61,",,0",70,",,0,0800",,,,,,,,,,,,
1520,,,,,1963-06-29,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.23,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,93,",,0",61,",,0",65,",,0,0800",,,    1,",,0",,,,,,,,
1521,,,,,1963-06-30,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.11,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,72,",,0",65,",,0",70,",,0,0800",,,,,,,,,,,,
1522,,,,,1963-07-01,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,88,",,0",63,",,0",67,",,0,0800",,,,,,,,,,,,
1523,,,,,1963-07-02,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,95,",,0",64,",,0",71,",,0,0800",,,,,,,,,,,,
1524,,,,,1963-07-03,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.20,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,95,",,0",67,",,0",68,",,0,0800",,,    1,",,0",,,,,,,,
1525,,,,,1963-07-04,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,81,",,0",53,",,0",59,",,0,0800",,,,,,,,,,,,
1526,,,,,1963-07-05,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,75,",,0",53,",,0",64,",,0,0800",,,    1,",,0",,,,,,,,
1527,,,,,1963-07-06,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.08,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,74,",,0",47,",,0",58,",,0,0800",,,,,,,,,,,,
1528,,,,,1963-07-07,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,75,",,0",51,",,0",59,",,0,0800",,,,,,,,,,,,
1529,,,,,1963-07-08,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.83,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,79,",,0",58,",,0",62,",,0,0800",,,    1,",,0",,,,,,,,
1530,,,,,1963-07-09,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.20,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,73,",,0",47,",,0",53,",,0,0800",,,,,,,,,,,,
1531,,,,,1963-07-10,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,74,",,0",47,",,0",56,",,0,0800",,,,,,,,,,,,
1532,,,,,1963-07-11,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,71,",,0",47,",,0",57,",,0,0800",,,,,,,,,,,,
1533,,,,,1963-07-12,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,81,",,0",55,",,0",61,",,0,0800",,,,,,,,,,,,
1534,,,,,1963-07-13,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,81,",,0",56,",,0",65,",,0,0800",,,,,,,,,,,,
1535,,,,,1963-07-14,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,80,",,0",63,",,0",65,",,0,0800",,,,,,,,,,,,
1536,,,,,1963-07-15,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.18,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,79,",,0",59,",,0",67,",,0,0800",,,,,,,,,,,,
1537,,,,,1963-07-16,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,81,",,0",57,",,0",66,",,0,0800",,,    1,",,0",,,,,,,,
1538,,,,,1963-07-17,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.90,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,83,",,0",63,",,0",66,",,0,0800",,,    1,",,0",,,,,,,,
1539,,,,,1963-07-18,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,85,",,0",64,",,0",68,",,0,0800",,,,,,,,,,,,
1540,,,,,1963-07-19,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.05,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,92,",,0",65,",,0",73,",,0,0800",,,    1,",,0",,,,,,,,
1541,,,,,1963-07-20,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.32,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,90,",,0",63,",,0",65,",,0,0800",    1,",,0",,,,,,,,,,
1542,,,,,1963-07-21,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,81,",,0",64,",,0",68,",,0,0800",,,,,,,,,,,,
1543,,,,,1963-07-22,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,78,",,0",61,",,0",63,",,0,0800",,,,,,,,,,,,
1544,,,,,1963-07-23,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,71,",,0",60,",,0",63,",,0,0800",,,,,,,,,,,,
1545,,,,,1963-07-24,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,80,",,0",58,",,0",64,",,0,0800",,,,,,,,,,,,
1546,,,,,1963-07-25,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,90,",,0",62,",,0",69,",,0,0800",,,,,,,,,,,,
1547,,,,,1963-07-26,158.5,42.1163,-71.9074,,,,,"BUFFUMVILLE LAKE, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190998,94,",,0",64,",,0",71,",,0,0800",,,,,,,,,,,,
