,DAPR,DAPR_ATTRIBUTES,DATE,ELEVATION,LATITUDE,LONGITUDE,MDPR,MDPR_ATTRIBUTES,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
2463,,,2011-08-19,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.64,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,81,",,K",57,",,K",64,",,K,0700",,,,,,,,,,,,
2464,,,2011-08-20,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,82,",,K",61,",,K",64,",,K,0700",,,,,,,,,,,,
2465,,,2011-08-21,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,82,",,K",58,",,K",63,",,K,0700",,,,,,,,,,,,
2466,,,2011-08-22,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",1.10,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,82,",,K",59,",,K",59,",,K,0700",,,,,,,,,,,,
2467,,,2011-08-23,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,72,",,K",48,",,K",49,",,K,0700",0.0,",,7",,,,,,,,,,
2468,,,2011-08-24,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,72,",,K",48,",,K",55,",,K,0700",,,,,,,,,,,,
2469,,,2011-08-25,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,77,",,K",55,",,K",67,",,K,0700",0.0,",,7",,,,,,,,,,
2470,,,2011-08-26,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.46,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,74,",,K",62,",,K",63,",,K,0700",,,,,,,,,,,,
2471,,,2011-08-27,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.01,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,81,",,K",59,",,K",64,",,K,0700",,,,,,,,,,,,
2472,,,2011-08-28,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",2.59,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,79,",,K",64,",,K",71,",,K,0700",,,,,,,,,,,,
2473,,,2011-08-29,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",2.22,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,71,",,K",53,",,K",53,",,K,0700",,,,,,,,,,,,
2474,,,2011-08-30,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,"T,,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,73,",,K",49,",,K",51,",,K,0700",0.0,",,7",,,,,,,,,,
2475,,,2011-08-31,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,76,",,K",50,",,K",53,",,K,0700",,,,,,,,,,,,
2476,,,2011-09-01,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,79,",,K",53,",,K",60,",,K,0700",,,,,,,,,,,,
2477,,,2011-09-02,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,76,",,K",56,",,K",56,",,K,0700",0.0,",,7",,,,,,,,,,
2478,,,2011-09-03,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,73,",,K",56,",,K",59,",,K,0700",0.0,",,7",,,,,,,,,,
2479,,,2011-09-04,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,81,",,K",58,",,K",66,",,K,0700",,,,,,,,,,,,
2480,,,2011-09-05,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.02,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,81,",,K",66,",,K",67,",,K,0700",,,,,,,,,,,,
2481,,,2011-09-06,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.69,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,78,",,K",55,",,K",56,",,K,0700",0.0,",,7",,,,,,,,,,
2482,,,2011-09-07,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",1.34,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,63,",,K",55,",,K",56,",,K,0700",,,,,,,,,,,,
2483,,,2011-09-08,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",1.46,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,59,",,K",55,",,K",56,",,K,0700",0.0,",,7",,,,,,,,,,
2484,,,2011-09-09,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.54,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,71,",,K",55,",,K",61,",,K,0700",0.0,",,7",,,,,,,,,,
2485,,,2011-09-10,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.02,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,77,",,K",53,",,K",59,",,K,0700",0.0,",,7",,,,,,,,,,
2486,,,2011-09-11,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,73,",,K",47,",,K",52,",,K,0700",,,,,,,,,,,,
2487,,,2011-09-12,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,68,",,K",51,",,K",58,",,K,0700",,,,,,,,,,,,
2488,,,2011-09-13,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,"T,,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,76,",,K",55,",,K",59,",,K,0700",0.0,",,7",,,,,,,,,,
2489,,,2011-09-14,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,78,",,K",59,",,K",63,",,K,0700",,,,,,,,,,,,
2490,,,2011-09-15,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,"T,,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,77,",,K",62,",,K",66,",,K,0700",0.0,",,7",,,,,,,,,,
2491,,,2011-09-16,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.10,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,71,",,K",42,",,K",42,",,K,0700",0.0,",,7",,,,,,,,,,
2492,,,2011-09-17,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,59,",,K",35,",,K",42,",,K,0700",,,,,,,,,,,,
2493,,,2011-09-18,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,61,",,K",35,",,K",44,",,K,0700",,,,,,,,,,,,
2494,,,2011-09-19,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,63,",,K",37,",,K",39,",,K,0700",,,,,,,,,,,,
2495,,,2011-09-20,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,64,",,K",39,",,K",53,",,K,0700",0.0,",,7",,,,,,,,,,
2496,,,2011-09-21,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.15,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,61,",,K",52,",,K",54,",,K,0700",,,,,,,,,,,,
2497,,,2011-09-22,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.08,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,74,",,K",54,",,K",64,",,K,0700",,,,,,,,,,,,
2498,,,2011-09-23,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.85,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,72,",,K",63,",,K",64,",,K,0700",0.0,",,7",,,,,,,,,,
2499,,,2011-09-24,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",1.12,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,70,",,K",64,",,K",66,",,K,0700",0.0,",,7",,,,,,,,,,
2500,,,2011-09-25,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.02,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,76,",,K",63,",,K",63,",,K,0700",,,,,,,,,,,,
2501,,,2011-09-26,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,77,",,K",57,",,K",57,",,K,0700",,,,,,,,,,,,
2502,,,2011-09-27,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,80,",,K",57,",,K",60,",,K,0700",,,,,,,,,,,,
2503,,,2011-09-28,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,77,",,K",58,",,K",60,",,K,0700",,,,,,,,,,,,
2504,,,2011-09-29,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.92,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,71,",,K",58,",,K",59,",,K,0700",,,,,,,,,,,,
2505,,,2011-09-30,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.19,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,68,",,K",52,",,K",52,",,K,0700",,,,,,,,,,,,
2506,,,2011-10-01,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.04,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,72,",,K",51,",,K",60,",,K,0700",,,,,,,,,,,,
2507,,,2011-10-02,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.26,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,62,",,K",47,",,K",51,",,K,0700",,,,,,,,,,,,
2508,,,2011-10-03,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.01,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,57,",,K",51,",,K",53,",,K,0700",,,,,,,,,,,,
2509,,,2011-10-04,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.34,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,60,",,K",49,",,K",51,",,K,0700",,,,,,,,,,,,
2510,,,2011-10-05,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.80,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,53,",,K",50,",,K",50,",,K,0700",,,,,,,,,,,,
2511,,,2011-10-06,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,61,",,K",31,",,K",33,",,K,0700",,,,,,,,,,,,
2512,,,2011-10-07,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,57,",,K",30,",,K",31,",,K,0700",0.0,",,7",,,,,,,,,,
2513,,,2011-10-08,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,61,",,K",31,",,K",42,",,K,0700",0.0,",,7",,,,,,,,,,
2514,,,2011-10-09,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,76,",,K",42,",,K",46,",,K,0700",,,,,,,,,,,,
2515,,,2011-10-10,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,80,",,K",46,",,K",48,",,K,0700",,,,,,,,,,,,
2516,,,2011-10-11,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,77,",,K",47,",,K",47,",,K,0700",,,,,,,,,,,,
2517,,,2011-10-12,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,67,",,K",46,",,K",49,",,K,0700",,,,,,,,,,,,
2518,,,2011-10-13,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.23,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,56,",,K",49,",,K",53,",,K,0700",0.0,",,7",,,,,,,,,,
2519,,,2011-10-14,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.20,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,58,",,K",53,",,K",56,",,K,0700",,,,,,,,,,,,
2520,,,2011-10-15,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",1.08,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,66,",,K",47,",,K",47,",,K,0700",0.0,",,7",,,,,,,,,,
2521,,,2011-10-16,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.06,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,59,",,K",46,",,K",47,",,K,0700",,,,,,,,,,,,
2522,,,2011-10-17,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.06,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,59,",,K",44,",,K",45,",,K,0700",,,,,,,,,,,,
2523,,,2011-10-18,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,59,",,K",42,",,K",44,",,K,0700",,,,,,,,,,,,
2524,,,2011-10-19,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,58,",,K",44,",,K",50,",,K,0700",,,,,,,,,,,,
2525,,,2011-10-20,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.95,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,53,",,K",49,",,K",50,",,K,0700",,,,,,,,,,,,
2526,,,2011-10-21,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.02,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,65,",,K",44,",,K",44,",,K,0700",0.0,",,7",,,,,,,,,,
2527,,,2011-10-22,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,57,",,K",44,",,K",46,",,K,0700",,,,,,,,,,,,
2528,,,2011-10-23,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,53,",,K",31,",,K",31,",,K,0700",,,,,,,,,,,,
2529,,,2011-10-24,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,50,",,K",31,",,K",35,",,K,0700",,,,,,,,,,,,
2530,,,2011-10-25,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.11,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,55,",,K",35,",,K",41,",,K,0700",0.0,",,7",,,,,,,,,,
2531,,,2011-10-26,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,54,",,K",33,",,K",37,",,K,0700",,,,,,,,,,,,
2532,,,2011-10-27,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.35,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,43,",,K",37,",,K",39,",,K,0700",0.0,",,7",,,,,,,,,,
2533,,,2011-10-28,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.38,",,K,0700",2.0,",,K,",2.0,",,K,",USC00190192,39,",,K",28,",,K",28,",,K,0700",0.6,",,7",,,,,,,,,,
2534,,,2011-10-29,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",1.0,",,K,",USC00190192,40,",,K",27,",,K",28,",,K,0700",0.0,",,7",,,,,,,,,,
2535,,,2011-10-30,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",1.00,",,K,0700",19.0,",,K,",19.0,",,K,",USC00190192,35,",,K",27,",,K",29,",,K,0700",,,,,,,,,,,,
2536,,,2011-10-31,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",13.0,",,K,",USC00190192,39,",,K",21,",,K",23,",,K,0700",,,,,,,,,,,,
2537,,,2011-11-01,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",10.0,",,K,",USC00190192,48,",,K",22,",,K",30,",,K,0700",,,,,,,,,,,,
2538,,,2011-11-02,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",8.0,",,K,",USC00190192,47,",,K",25,",,K",26,",,K,0700",,,,,,,,,,,,
2539,,,2011-11-03,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",5.0,",,K,",USC00190192,55,",,K",25,",,K",30,",,K,0700",0.0,",,7",,,,,,,,,,
2540,,,2011-11-04,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",3.0,",,K,",USC00190192,53,",,K",30,",,K",39,",,K,0700",0.0,",,7",,,,,,,,,,
2541,,,2011-11-05,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",1.0,",,K,",USC00190192,45,",,K",27,",,K",32,",,K,0700",0.0,",,7",,,,,,,,,,
2542,,,2011-11-06,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",1.0,",,K,",USC00190192,46,",,K",21,",,K",22,",,K,0700",,,,,,,,,,,,
2543,,,2011-11-07,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,51,",,K",22,",,K",28,",,K,0700",,,,,,,,,,,,
2544,,,2011-11-08,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,58,",,K",28,",,K",38,",,K,0700",0.0,",,7",,,,,,,,,,
2545,,,2011-11-09,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,62,",,K",36,",,K",41,",,K,0700",,,,,,,,,,,,
2546,,,2011-11-10,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,66,",,K",39,",,K",52,",,K,0700",,,,,,,,,,,,
2547,,,2011-11-11,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.12,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,58,",,K",38,",,K",38,",,K,0700",,,,,,,,,,,,
2548,,,2011-11-12,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,"T,,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,44,",,K",31,",,K",36,",,K,0700",,,,,,,,,,,,
2549,,,2011-11-13,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,47,",,K",30,",,K",30,",,K,0700",,,,,,,,,,,,
2550,,,2011-11-14,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,59,",,K",30,",,K",49,",,K,0700",,,,,,,,,,,,
2551,,,2011-11-15,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.01,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,61,",,K",49,",,K",56,",,K,0700",0.0,",,7",,,,,,,,,,
2552,,,2011-11-16,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,"T,,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,59,",,K",40,",,K",42,",,K,0700",,,,,,,,,,,,
2553,,,2011-11-17,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.20,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,57,",,K",41,",,K",42,",,K,0700",,,,,,,,,,,,
2554,,,2011-11-18,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.01,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,42,",,K",28,",,K",30,",,K,0700",0.0,",,7",,,,,,,,,,
2555,,,2011-11-19,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,39,",,K",27,",,K",35,",,K,0700",0.0,",,7",,,,,,,,,,
2556,,,2011-11-20,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,48,",,K",35,",,K",44,",,K,0700",,,,,,,,,,,,
2557,,,2011-11-21,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,59,",,K",35,",,K",39,",,K,0700",,,,,,,,,,,,
2558,,,2011-11-22,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,46,",,K",23,",,K",24,",,K,0700",,,,,,,,,,,,
2559,,,2011-11-23,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",1.00,",,K,0700",0.5,",,K,",1.0,",,K,",USC00190192,41,",,K",23,",,K",33,",,K,0700",,,,,,,,,,,,
2560,,,2011-11-24,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,"T,,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,35,",,K",27,",,K",30,",,K,0700",0.0,",,7",,,,,,,,,,
2561,,,2011-11-25,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,39,",,K",28,",,K",33,",,K,0700",0.0,",,7",,,,,,,,,,
2562,,,2011-11-26,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,55,",,K",33,",,K",38,",,K,0700",0.0,",,7",,,,,,,,,,
2563,,,2011-11-27,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,57,",,K",29,",,K",29,",,K,0700",,,,,,,,,,,,
2564,,,2011-11-28,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,53,",,K",29,",,K",51,",,K,0700",,,,,,,,,,,,
2565,,,2011-11-29,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,59,",,K",45,",,K",53,",,K,0700",,,,,,,,,,,,
2566,,,2011-11-30,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",1.22,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,60,",,K",46,",,K",46,",,K,0700",0.0,",,7",,,,,,,,,,
2567,,,2011-12-01,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,"T,,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,49,",,K",31,",,K",32,",,K,0700",0.0,",,7",,,,,,,,,,
2568,,,2011-12-02,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,44,",,K",24,",,K",24,",,K,0700",,,,,,,,,,,,
2569,,,2011-12-03,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,45,",,K",24,",,K",27,",,K,0700",,,,,,,,,,,,
2570,,,2011-12-04,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,42,",,K",27,",,K",34,",,K,0700",,,,,,,,,,,,
2571,,,2011-12-05,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,49,",,K",27,",,K",43,",,K,0700",,,,,,,,,,,,
2572,,,2011-12-06,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.03,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,56,",,K",43,",,K",52,",,K,0700",,,,,,,,,,,,
2573,,,2011-12-07,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.17,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,56,",,K",49,",,K",50,",,K,0700",,,,,,,,,,,,
2574,,,2011-12-08,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",2.10,",,K,0700",0.2,",,K,",0.0,"T,,K,",USC00190192,51,",,K",29,",,K",29,",,K,0700",0.0,",,7",,,,,,,,,,
2575,,,2011-12-09,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,37,",,K",28,",,K",28,",,K,0700",,,,,,,,,,,,
2576,,,2011-12-10,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,40,",,K",28,",,K",28,",,K,0700",,,,,,,,,,,,
2577,,,2011-12-11,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,35,",,K",17,",,K",17,",,K,0700",,,,,,,,,,,,
2578,,,2011-12-12,349.3,42.6617,-71.9359,,,"ASHBURNHAM NORTH, MA US",0.00,",,K,0700",0.0,",,K,",0.0,",,K,",USC00190192,33,",,K",17,",,K",22,",,K,0700",,,,,,,,,,,,
