,DAPR,DAPR_ATTRIBUTES,DATE,ELEVATION,LATITUDE,LONGITUDE,MDPR,MDPR_ATTRIBUTES,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
1456,,,2000-05-27,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,",,0,",0.0,",,0,",USC00190593,74,",,0",53,",,0",69,",I,0,1900",,,,,,,,,,,,
1457,,,2000-05-28,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,",,0,",0.0,",,0,",USC00190593,60,",I,0",50,",,0",56,",,0,1900",,,,,,,,,,,,
1458,,,2000-05-29,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,"T,,0,1900",0.0,",,0,",0.0,",,0,",USC00190593,83,",S,0",41,",,0",58,",,0,1900",,,,,,,,,,,,
1459,,,2000-05-30,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,",,0,",0.0,",,0,",USC00190593,58,",,0",39,",,0",55,",,0,1900",,,,,,,,,,,,
1460,,,2000-05-31,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,",,0,",0.0,",,0,",USC00190593,62,",,0",43,",,0",62,",,0,1900",    1,",,0",,,,,,,,,,
1461,,,2000-06-01,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,82,",,0",56,",,0",73,",,0,1900",,,,,,,,,,,,
1462,,,2000-06-02,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.31,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,81,",,0",57,",,0",71,",,0,1900",,,    1,",,0",,,,,,,,
1463,,,2000-06-03,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.11,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,71,",,0",58,",,0",64,",,0,1900",,,,,,,,,,,,
1464,,,2000-06-04,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.01,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,70,",,0",44,",,0",59,",,0,1900",,,,,,,,,,,,
1465,,,2000-06-05,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.02,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,61,",,0",53,",,0",57,",,0,1900",,,,,,,,,,,,
1466,,,2000-06-06,19.8,42.588,-70.8371,,,"BEVERLY, MA US",1.73,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,57,",,0",50,",,0",50,",,0,1900",    1,",,0",,,,,,,,,,
1467,,,2000-06-07,19.8,42.588,-70.8371,,,"BEVERLY, MA US",1.41,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,67,",,0",45,",,0",67,",,0,1900",    1,",,0",,,,,,,,,,
1468,,,2000-06-08,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,71,",,0",43,",,0",68,",,0,1900",,,,,,,,,,,,
1469,,,2000-06-09,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.02,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,78,",,0",60,",,0",74,",,0,1900",,,    1,",,0",,,,,,,,
1470,,,2000-06-10,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,87,",,0",60,",,0",64,",,0,1900",,,,,,,,,,,,
1471,,,2000-06-11,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,65,",,0",52,",,0",55,",,0,1900",,,,,,,,,,,,
1472,,,2000-06-12,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.23,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,56,",,0",50,",,0",53,",,0,1900",    1,",,0",,,,,,,,,,
1473,,,2000-06-13,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.01,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,60,",,0",49,",,0",55,",,0,1900",,,,,,,,,,,,
1474,,,2000-06-14,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.02,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,60,",,0",52,",,0",57,",,0,1900",,,,,,,,,,,,
1475,,,2000-06-15,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,65,",,0",54,",,0",62,",,0,1900",,,,,,,,,,,,
1476,,,2000-06-16,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,85,",,0",61,",,0",83,",,0,1900",,,,,,,,,,,,
1477,,,2000-06-17,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.01,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,88,",,0",70,",,0",77,",,0,1900",,,    1,",,0",,,,,,,,
1478,,,2000-06-18,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,76,",,0",59,",,0",68,",,0,1900",,,,,,,,,,,,
1479,,,2000-06-19,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.18,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,68,",,0",57,",,0",65,",,0,1900",,,,,,,,,,,,
1480,,,2000-06-20,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,77,",,0",53,",,0",71,",,0,1900",,,,,,,,,,,,
1481,,,2000-06-21,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,80,",,0",55,",,0",78,",,0,1900",,,,,,,,,,,,
1482,,,2000-06-22,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.02,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,83,",,0",68,",,0",81,",I,0,1900",,,    1,",,0",,,,,,,,
1483,,,2000-06-23,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.18,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,78,",I,0",68,",,0",78,",,0,1900",,,,,,,,,,,,
1484,,,2000-06-24,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,78,",,0",56,",,0",68,",,0,1900",,,,,,,,,,,,
1485,,,2000-06-25,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,84,",,0",61,",,0",79,",,0,1900",,,,,,,,,,,,
1486,,,2000-06-26,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.07,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,82,",,0",59,",,0",73,",,0,1900",,,    1,",,0",,,,,,,,
1487,,,2000-06-27,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.40,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,87,",,0",68,",,0",71,",,0,1900",,,    1,",,0",,,,,,,,
1488,,,2000-06-28,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.04,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,78,",,0",62,",,0",71,",,0,1900",,,,,,,,,,,,
1489,,,2000-06-29,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.07,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,71,",,0",63,",,0",67,",,0,1900",,,,,,,,,,,,
1490,,,2000-06-30,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.01,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,76,",,0",62,",,0",72,",,0,1900",,,,,,,,,,,,
1491,,,2000-07-01,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,82,",,0",56,",,0",70,",,0,1900",,,,,,,,,,,,
1492,,,2000-07-02,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,81,",,0",55,",,0",71,",,0,1900",,,,,,,,,,,,
1493,,,2000-07-03,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,84,",,0",68,",,0",79,",,0,1900",,,,,,,,,,,,
1494,,,2000-07-04,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,79,",,0",67,",,0",76,",,0,1900",,,,,,,,,,,,
1495,,,2000-07-05,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,79,",,0",63,",,0",76,",,0,1900",,,,,,,,,,,,
1496,,,2000-07-06,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,76,",,0",50,",,0",68,",,0,1900",,,,,,,,,,,,
1497,,,2000-07-07,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.15,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,72,",,0",57,",,0",64,",,0,1900",,,    1,",,0",,,    1,",,0",,,,
1498,,,2000-07-08,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,75,",,0",49,",,0",71,",,0,1900",,,,,,,,,,,,
1499,,,2000-07-09,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.09,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,82,",,0",66,",,0",66,",,0,1900",,,,,,,,,,,,
1500,,,2000-07-10,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.73,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,83,",,0",55,",,0",80,",,0,1900",,,,,,,,,,,,
1501,,,2000-07-11,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,80,",,0",56,",,0",76,",,0,1900",,,,,,,,,,,,
1502,,,2000-07-12,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,82,",,0",54,",,0",79,",,0,1900",,,,,,,,,,,,
1503,,,2000-07-13,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,81,",,0",55,",,0",74,",,0,1900",,,,,,,,,,,,
1504,,,2000-07-14,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,79,",,0",63,",,0",74,",,0,1900",,,,,,,,,,,,
1505,,,2000-07-15,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,74,",,0",65,",,0",68,",,0,1900",,,,,,,,,,,,
1506,,,2000-07-16,19.8,42.588,-70.8371,,,"BEVERLY, MA US",1.41,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,68,",,0",65,",,0",65,",,0,1900",    1,",,0",    1,",,0",,,,,,,,
1507,,,2000-07-17,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.02,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,68,",,0",57,",,0",64,",,0,1900",    1,",,0",,,,,,,,,,
1508,,,2000-07-18,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.64,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,79,",,0",62,",,0",68,",,0,1900",,,    1,",,0",,,    1,",,0",,,,
1509,,,2000-07-19,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,68,",,0",50,",,0",66,",,0,1900",,,,,,,,,,,,
1510,,,2000-07-20,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,68,",,0",53,",,0",63,",,0,1900",,,,,,,,,,,,
1511,,,2000-07-21,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,75,",,0",49,",,0",74,",,0,1900",,,,,,,,,,,,
1512,,,2000-07-22,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.68,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,78,",,0",63,",,0",78,",,0,1900",,,    1,",,0",,,,,,,,
1513,,,2000-07-23,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,78,",,0",55,",,0",72,",,0,1900",,,,,,,,,,,,
1514,,,2000-07-24,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,75,",,0",55,",,0",70,",,0,1900",,,,,,,,,,,,
1515,,,2000-07-25,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,72,",,0",62,",,0",69,",,0,1900",,,,,,,,,,,,
1516,,,2000-07-26,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.23,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,69,",,0",62,",,0",62,",,0,1900",    1,",,0",,,,,,,,,,
1517,,,2000-07-27,19.8,42.588,-70.8371,,,"BEVERLY, MA US",1.60,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,65,",,0",60,",,0",60,",,0,1900",    1,",,0",,,,,,,,,,
1518,,,2000-07-28,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.09,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,70,",,0",60,",,0",70,",,0,1900",    1,",,0",,,,,,,,,,
1519,,,2000-07-29,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,77,",,0",57,",,0",74,",,0,1900",,,,,,,,,,,,
1520,,,2000-07-30,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.27,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,74,",,0",64,",,0",66,",,0,1900",,,,,,,,,,,,
1521,,,2000-07-31,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.66,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,66,",,0",60,",,0",65,",,0,1900",    1,",,0",,,,,,,,,,
1522,,,2000-08-01,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.12,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,66,",,0",61,",,0",65,",,0,1900",    1,",,0",,,,,,,,,,
1523,,,2000-08-02,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.03,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,72,",,0",62,",,0",67,",,0,1900",    1,",,0",,,,,,,,,,
1524,,,2000-08-03,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.02,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,80,",,0",65,",,0",78,",,0,1900",,,,,,,,,,,,
1525,,,2000-08-04,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.04,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,78,",,0",67,",,0",73,",,0,1900",,,,,,,,,,,,
1526,,,2000-08-05,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,76,",,0",58,",,0",73,",,0,1900",,,,,,,,,,,,
1527,,,2000-08-06,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,76,",,0",54,",,0",73,",,0,1900",,,,,,,,,,,,
1528,,,2000-08-07,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.03,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,86,",,0",67,",,0",83,",,0,1900",,,,,,,,,,,,
1529,,,2000-08-08,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,85,",,0",67,",,0",84,",,0,1900",,,,,,,,,,,,
1530,,,2000-08-09,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,85,",,0",64,",,0",83,",,0,1900",,,,,,,,,,,,
1531,,,2000-08-10,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.08,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,83,",,0",68,",,0",81,",,0,1900",,,    1,",,0",,,,,,,,
1532,,,2000-08-11,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,81,",,0",59,",,0",74,",,0,1900",,,,,,,,,,,,
1533,,,2000-08-12,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,74,",,0",63,",,0",66,",,0,1900",,,,,,,,,,,,
1534,,,2000-08-13,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,70,",,0",59,",,0",66,",,0,1900",,,,,,,,,,,,
1535,,,2000-08-14,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.63,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,66,",,0",62,",,0",64,",,0,1900",    1,",,0",,,,,,,,,,
1536,,,2000-08-15,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.05,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,69,",,0",62,",,0",65,",,0,1900",    1,",,0",,,,,,,,,,
1537,,,2000-08-16,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.58,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,78,",,0",64,",,0",74,",,0,1900",,,    1,",,0",,,,,,,,
1538,,,2000-08-17,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,74,",,0",55,",,0",68,",,0,1900",,,,,,,,,,,,
1539,,,2000-08-18,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,70,",,0",68,",,0",89,",I,0,1900",,,,,,,,,,,,
1540,,,2000-08-19,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.24,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,74,",,0",62,",,0",67,",,0,1900",,,,,,,,,,,,
1541,,,2000-08-20,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,72,",,0",56,",,0",64,",,0,1900",,,,,,,,,,,,
1542,,,2000-08-21,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,72,",,0",49,",,0",67,",,0,1900",,,,,,,,,,,,
1543,,,2000-08-22,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,73,",,0",49,",,0",68,",,0,1900",,,,,,,,,,,,
1544,,,2000-08-23,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.03,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,73,",,0",55,",,0",65,",,0,1900",,,,,,,,,,,,
1545,,,2000-08-24,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.21,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,78,",,0",59,",,0",70,",,0,1900",    1,",,0",,,,,,,,,,
1546,,,2000-08-25,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,80,",,0",56,",,0",69,",,0,1900",,,,,,,,,,,,
1547,,,2000-08-26,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,83,",,0",56,",,0",72,",,0,1900",,,,,,,,,,,,
1548,,,2000-08-27,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,82,",,0",54,",,0",79,",,0,1900",,,,,,,,,,,,
1549,,,2000-08-28,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,78,",,0",62,",,0",68,",,0,1900",,,,,,,,,,,,
1550,,,2000-08-29,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,70,",,0",51,",,0",66,",,0,1900",,,,,,,,,,,,
1551,,,2000-08-30,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,74,",,0",51,",,0",70,",,0,1900",,,,,,,,,,,,
1552,,,2000-08-31,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,82,",,0",62,",,0",75,",,0,1900",    1,",,0",,,,,,,,,,
1553,,,2000-09-01,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,85,",,0",68,",,0",79,",,0,1900",,,,,,,,,,,,
1554,,,2000-09-02,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.83,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,79,",,0",61,",,0",61,",,0,1900",,,,,,,,,,,,
1555,,,2000-09-03,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,69,",,0",59,",,0",67,",,0,1900",,,,,,,,,,,,
1556,,,2000-09-04,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,68,",,0",63,",,0",63,",,0,1900",    1,",,0",,,,,,,,,,
1557,,,2000-09-05,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.01,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,63,",,0",45,",,0",58,",,0,1900",,,,,,,,,,,,
1558,,,2000-09-06,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,61,",,0",43,",,0",55,",,0,1900",,,,,,,,,,,,
1559,,,2000-09-07,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,69,",,0",42,",,0",69,",,0,1900",,,,,,,,,,,,
1560,,,2000-09-08,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,77,",,0",52,",,0",73,",,0,1900",,,,,,,,,,,,
1561,,,2000-09-09,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,78,",,0",62,",,0",77,",,0,1900",,,,,,,,,,,,
1562,,,2000-09-10,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,77,",,0",55,",,0",63,",,0,1900",,,,,,,,,,,,
1563,,,2000-09-11,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,68,",,0",50,",,0",66,",,0,1900",,,,,,,,,,,,
1564,,,2000-09-12,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,77,",,0",60,",,0",73,",,0,1900",,,,,,,,,,,,
1565,,,2000-09-13,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.15,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,75,",,0",66,",I,0",60,",I,0,1900",,,,,,,,,,,,
1566,,,2000-09-14,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,71,",,0",49,",,0",66,",,0,1900",,,,,,,,,,,,
1567,,,2000-09-15,19.8,42.588,-70.8371,,,"BEVERLY, MA US",1.18,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,68,",,0",59,",,0",65,",,0,1900",    1,",,0",    1,",,0",,,,,,,,
1568,,,2000-09-16,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,65,",,0",49,",,0",63,",,0,1900",,,,,,,,,,,,
1569,,,2000-09-17,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,67,",,0",45,",,0",62,",,0,1900",,,,,,,,,,,,
1570,,,2000-09-18,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,74,",,0",55,",,0",66,",,0,1900",,,,,,,,,,,,
1571,,,2000-09-19,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,72,",,0",54,",,0",67,",,0,1900",,,,,,,,,,,,
1572,,,2000-09-20,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.79,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,75,",,0",61,",,0",66,",,0,1900",    1,",,0",    1,",,0",,,,,,,,
1573,,,2000-09-21,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,75,",,0",56,",,0",66,",,0,1900",,,,,,,,,,,,
1574,,,2000-09-22,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,66,",,0",49,",,0",57,",,0,1900",,,,,,,,,,,,
1575,,,2000-09-23,19.8,42.588,-70.8371,,,"BEVERLY, MA US",0.00,",,0,1900",0.0,"P,,0,",0.0,"P,,0,",USC00190593,65,",,0",46,",,0",63,",,0,1900",,,,,,,,,,,,
