,STATION,NAME,DATE,SEASON,TMIN,TMAX,TAVG
3050,USW00014739,"BOSTON, MA US",1945-05-09,SPRING,46,62,
3051,USW00014739,"BOSTON, MA US",1945-05-10,SPRING,42,51,
3052,USW00014739,"BOSTON, MA US",1945-05-11,SPRING,35,54,
3053,USW00014739,"BOSTON, MA US",1945-05-12,SPRING,44,64,
3054,USW00014739,"BOSTON, MA US",1945-05-13,SPRING,49,58,
3055,USW00014739,"BOSTON, MA US",1945-05-14,SPRING,48,75,
3056,USW00014739,"BOSTON, MA US",1945-05-15,SPRING,56,79,
3057,USW00014739,"BOSTON, MA US",1945-05-16,SPRING,49,56,
3058,USW00014739,"BOSTON, MA US",1945-05-17,SPRING,47,56,
3059,USW00014739,"BOSTON, MA US",1945-05-18,SPRING,48,66,
3060,USW00014739,"BOSTON, MA US",1945-05-19,SPRING,45,56,
3061,USW00014739,"BOSTON, MA US",1945-05-20,SPRING,45,61,
3062,USW00014739,"BOSTON, MA US",1945-05-21,SPRING,51,65,
3063,USW00014739,"BOSTON, MA US",1945-05-22,SPRING,52,78,
3064,USW00014739,"BOSTON, MA US",1945-05-23,SPRING,51,70,
3065,USW00014739,"BOSTON, MA US",1945-05-24,SPRING,48,69,
3066,USW00014739,"BOSTON, MA US",1945-05-25,SPRING,51,72,
3067,USW00014739,"BOSTON, MA US",1945-05-26,SPRING,52,65,
3068,USW00014739,"BOSTON, MA US",1945-05-27,SPRING,51,57,
3069,USW00014739,"BOSTON, MA US",1945-05-28,SPRING,53,67,
3070,USW00014739,"BOSTON, MA US",1945-05-29,SPRING,58,77,
3071,USW00014739,"BOSTON, MA US",1945-05-30,SPRING,51,67,
3072,USW00014739,"BOSTON, MA US",1945-05-31,SPRING,45,60,
3073,USW00014739,"BOSTON, MA US",1945-06-01,SPRING,41,66,
3074,USW00014739,"BOSTON, MA US",1945-06-02,SPRING,48,62,
3075,USW00014739,"BOSTON, MA US",1945-06-03,SPRING,47,53,
3076,USW00014739,"BOSTON, MA US",1945-06-04,SPRING,48,55,
3077,USW00014739,"BOSTON, MA US",1945-06-05,SPRING,45,49,
3078,USW00014739,"BOSTON, MA US",1945-06-06,SPRING,45,58,
3079,USW00014739,"BOSTON, MA US",1945-06-07,SPRING,48,67,
3080,USW00014739,"BOSTON, MA US",1945-06-08,SPRING,52,71,
3081,USW00014739,"BOSTON, MA US",1945-06-09,SPRING,50,73,
3082,USW00014739,"BOSTON, MA US",1945-06-10,SPRING,58,74,
3083,USW00014739,"BOSTON, MA US",1945-06-11,SPRING,58,82,
3084,USW00014739,"BOSTON, MA US",1945-06-12,SPRING,68,83,
3085,USW00014739,"BOSTON, MA US",1945-06-13,SPRING,61,77,
3086,USW00014739,"BOSTON, MA US",1945-06-14,SPRING,64,86,
3087,USW00014739,"BOSTON, MA US",1945-06-15,SPRING,64,96,
3088,USW00014739,"BOSTON, MA US",1945-06-16,SPRING,61,84,
3089,USW00014739,"BOSTON, MA US",1945-06-17,SPRING,58,70,
3090,USW00014739,"BOSTON, MA US",1945-06-18,SPRING,60,86,
3091,USW00014739,"BOSTON, MA US",1945-06-19,SPRING,68,86,
3092,USW00014739,"BOSTON, MA US",1945-06-20,SPRING,62,73,
3093,USW00014739,"BOSTON, MA US",1945-06-21,SUMMER,61,80,
3094,USW00014739,"BOSTON, MA US",1945-06-22,SUMMER,65,75,
3095,USW00014739,"BOSTON, MA US",1945-06-23,SUMMER,64,87,
3096,USW00014739,"BOSTON, MA US",1945-06-24,SUMMER,64,76,
3097,USW00014739,"BOSTON, MA US",1945-06-25,SUMMER,65,89,
3098,USW00014739,"BOSTON, MA US",1945-06-26,SUMMER,59,73,
3099,USW00014739,"BOSTON, MA US",1945-06-27,SUMMER,59,71,
3100,USW00014739,"BOSTON, MA US",1945-06-28,SUMMER,62,74,
3101,USW00014739,"BOSTON, MA US",1945-06-29,SUMMER,67,82,
3102,USW00014739,"BOSTON, MA US",1945-06-30,SUMMER,68,95,
3103,USW00014739,"BOSTON, MA US",1945-07-01,SUMMER,71,93,
3104,USW00014739,"BOSTON, MA US",1945-07-02,SUMMER,68,86,
3105,USW00014739,"BOSTON, MA US",1945-07-03,SUMMER,63,78,
3106,USW00014739,"BOSTON, MA US",1945-07-04,SUMMER,60,81,
3107,USW00014739,"BOSTON, MA US",1945-07-05,SUMMER,64,86,
3108,USW00014739,"BOSTON, MA US",1945-07-06,SUMMER,68,87,
3109,USW00014739,"BOSTON, MA US",1945-07-07,SUMMER,63,85,
3110,USW00014739,"BOSTON, MA US",1945-07-08,SUMMER,65,86,
3111,USW00014739,"BOSTON, MA US",1945-07-09,SUMMER,66,89,
3112,USW00014739,"BOSTON, MA US",1945-07-10,SUMMER,66,83,
3113,USW00014739,"BOSTON, MA US",1945-07-11,SUMMER,59,74,
3114,USW00014739,"BOSTON, MA US",1945-07-12,SUMMER,55,76,
3115,USW00014739,"BOSTON, MA US",1945-07-13,SUMMER,61,77,
3116,USW00014739,"BOSTON, MA US",1945-07-14,SUMMER,64,79,
3117,USW00014739,"BOSTON, MA US",1945-07-15,SUMMER,69,82,
3118,USW00014739,"BOSTON, MA US",1945-07-16,SUMMER,62,74,
3119,USW00014739,"BOSTON, MA US",1945-07-17,SUMMER,61,71,
3120,USW00014739,"BOSTON, MA US",1945-07-18,SUMMER,62,73,
3121,USW00014739,"BOSTON, MA US",1945-07-19,SUMMER,68,82,
3122,USW00014739,"BOSTON, MA US",1945-07-20,SUMMER,71,86,
3123,USW00014739,"BOSTON, MA US",1945-07-21,SUMMER,66,80,
3124,USW00014739,"BOSTON, MA US",1945-07-22,SUMMER,63,76,
3125,USW00014739,"BOSTON, MA US",1945-07-23,SUMMER,63,72,
3126,USW00014739,"BOSTON, MA US",1945-07-24,SUMMER,63,70,
3127,USW00014739,"BOSTON, MA US",1945-07-25,SUMMER,62,85,
3128,USW00014739,"BOSTON, MA US",1945-07-26,SUMMER,68,90,
3129,USW00014739,"BOSTON, MA US",1945-07-27,SUMMER,62,72,
3130,USW00014739,"BOSTON, MA US",1945-07-28,SUMMER,60,70,
3131,USW00014739,"BOSTON, MA US",1945-07-29,SUMMER,64,72,
3132,USW00014739,"BOSTON, MA US",1945-07-30,SUMMER,65,80,
3133,USW00014739,"BOSTON, MA US",1945-07-31,SUMMER,64,75,
3134,USW00014739,"BOSTON, MA US",1945-08-01,SUMMER,61,73,
3135,USW00014739,"BOSTON, MA US",1945-08-02,SUMMER,61,75,
3136,USW00014739,"BOSTON, MA US",1945-08-03,SUMMER,68,87,
3137,USW00014739,"BOSTON, MA US",1945-08-04,SUMMER,61,78,
3138,USW00014739,"BOSTON, MA US",1945-08-05,SUMMER,57,80,
3139,USW00014739,"BOSTON, MA US",1945-08-06,SUMMER,57,73,
3140,USW00014739,"BOSTON, MA US",1945-08-07,SUMMER,57,64,
3141,USW00014739,"BOSTON, MA US",1945-08-08,SUMMER,58,78,
3142,USW00014739,"BOSTON, MA US",1945-08-09,SUMMER,62,79,
3143,USW00014739,"BOSTON, MA US",1945-08-10,SUMMER,62,84,
3144,USW00014739,"BOSTON, MA US",1945-08-11,SUMMER,66,88,
3145,USW00014739,"BOSTON, MA US",1945-08-12,SUMMER,69,85,
3146,USW00014739,"BOSTON, MA US",1945-08-13,SUMMER,71,88,
3147,USW00014739,"BOSTON, MA US",1945-08-14,SUMMER,69,87,
3148,USW00014739,"BOSTON, MA US",1945-08-15,SUMMER,61,83,
3149,USW00014739,"BOSTON, MA US",1945-08-16,SUMMER,57,75,
3150,USW00014739,"BOSTON, MA US",1945-08-17,SUMMER,61,77,
3151,USW00014739,"BOSTON, MA US",1945-08-18,SUMMER,59,75,
3152,USW00014739,"BOSTON, MA US",1945-08-19,SUMMER,59,74,
3153,USW00014739,"BOSTON, MA US",1945-08-20,SUMMER,59,88,
3154,USW00014739,"BOSTON, MA US",1945-08-21,SUMMER,69,92,
3155,USW00014739,"BOSTON, MA US",1945-08-22,SUMMER,69,87,
3156,USW00014739,"BOSTON, MA US",1945-08-23,SUMMER,62,69,
3157,USW00014739,"BOSTON, MA US",1945-08-24,SUMMER,55,64,
3158,USW00014739,"BOSTON, MA US",1945-08-25,SUMMER,55,61,
3159,USW00014739,"BOSTON, MA US",1945-08-26,SUMMER,60,77,
3160,USW00014739,"BOSTON, MA US",1945-08-27,SUMMER,57,74,
3161,USW00014739,"BOSTON, MA US",1945-08-28,SUMMER,59,84,
3162,USW00014739,"BOSTON, MA US",1945-08-29,SUMMER,71,94,
3163,USW00014739,"BOSTON, MA US",1945-08-30,SUMMER,67,80,
3164,USW00014739,"BOSTON, MA US",1945-08-31,SUMMER,65,88,
3165,USW00014739,"BOSTON, MA US",1945-09-01,SUMMER,66,83,
3166,USW00014739,"BOSTON, MA US",1945-09-02,SUMMER,64,75,
3167,USW00014739,"BOSTON, MA US",1945-09-03,SUMMER,58,67,
3168,USW00014739,"BOSTON, MA US",1945-09-04,SUMMER,50,68,
3169,USW00014739,"BOSTON, MA US",1945-09-05,SUMMER,58,86,
3170,USW00014739,"BOSTON, MA US",1945-09-06,SUMMER,65,84,
3171,USW00014739,"BOSTON, MA US",1945-09-07,SUMMER,68,95,
3172,USW00014739,"BOSTON, MA US",1945-09-08,SUMMER,71,94,
3173,USW00014739,"BOSTON, MA US",1945-09-09,SUMMER,60,76,
3174,USW00014739,"BOSTON, MA US",1945-09-10,SUMMER,60,78,
3175,USW00014739,"BOSTON, MA US",1945-09-11,SUMMER,65,84,
3176,USW00014739,"BOSTON, MA US",1945-09-12,SUMMER,66,83,
3177,USW00014739,"BOSTON, MA US",1945-09-13,SUMMER,62,80,
3178,USW00014739,"BOSTON, MA US",1945-09-14,SUMMER,61,71,
3179,USW00014739,"BOSTON, MA US",1945-09-15,SUMMER,68,84,
3180,USW00014739,"BOSTON, MA US",1945-09-16,SUMMER,51,68,
3181,USW00014739,"BOSTON, MA US",1945-09-17,SUMMER,48,58,
3182,USW00014739,"BOSTON, MA US",1945-09-18,SUMMER,56,66,
3183,USW00014739,"BOSTON, MA US",1945-09-19,SUMMER,58,76,
3184,USW00014739,"BOSTON, MA US",1945-09-20,SUMMER,57,64,
3185,USW00014739,"BOSTON, MA US",1945-09-21,FALL,56,80,
3186,USW00014739,"BOSTON, MA US",1945-09-22,FALL,51,68,
3187,USW00014739,"BOSTON, MA US",1945-09-23,FALL,47,65,
3188,USW00014739,"BOSTON, MA US",1945-09-24,FALL,56,75,
3189,USW00014739,"BOSTON, MA US",1945-09-25,FALL,68,86,
3190,USW00014739,"BOSTON, MA US",1945-09-26,FALL,62,80,
3191,USW00014739,"BOSTON, MA US",1945-09-27,FALL,56,67,
3192,USW00014739,"BOSTON, MA US",1945-09-28,FALL,58,73,
3193,USW00014739,"BOSTON, MA US",1945-09-29,FALL,46,87,
3194,USW00014739,"BOSTON, MA US",1945-09-30,FALL,40,52,
3195,USW00014739,"BOSTON, MA US",1945-10-01,FALL,42,62,
3196,USW00014739,"BOSTON, MA US",1945-10-02,FALL,53,73,
3197,USW00014739,"BOSTON, MA US",1945-10-03,FALL,38,54,
3198,USW00014739,"BOSTON, MA US",1945-10-04,FALL,35,56,
3199,USW00014739,"BOSTON, MA US",1945-10-05,FALL,43,68,
3200,USW00014739,"BOSTON, MA US",1945-10-06,FALL,55,69,
3201,USW00014739,"BOSTON, MA US",1945-10-07,FALL,56,63,
3202,USW00014739,"BOSTON, MA US",1945-10-08,FALL,57,76,
3203,USW00014739,"BOSTON, MA US",1945-10-09,FALL,46,64,
3204,USW00014739,"BOSTON, MA US",1945-10-10,FALL,40,56,
3205,USW00014739,"BOSTON, MA US",1945-10-11,FALL,42,53,
3206,USW00014739,"BOSTON, MA US",1945-10-12,FALL,39,59,
3207,USW00014739,"BOSTON, MA US",1945-10-13,FALL,44,59,
3208,USW00014739,"BOSTON, MA US",1945-10-14,FALL,40,52,
3209,USW00014739,"BOSTON, MA US",1945-10-15,FALL,39,54,
3210,USW00014739,"BOSTON, MA US",1945-10-16,FALL,40,56,
3211,USW00014739,"BOSTON, MA US",1945-10-17,FALL,39,63,
3212,USW00014739,"BOSTON, MA US",1945-10-18,FALL,49,72,
3213,USW00014739,"BOSTON, MA US",1945-10-19,FALL,48,84,
3214,USW00014739,"BOSTON, MA US",1945-10-20,FALL,55,72,
3215,USW00014739,"BOSTON, MA US",1945-10-21,FALL,47,74,
3216,USW00014739,"BOSTON, MA US",1945-10-22,FALL,50,69,
3217,USW00014739,"BOSTON, MA US",1945-10-23,FALL,46,61,
3218,USW00014739,"BOSTON, MA US",1945-10-24,FALL,40,47,
3219,USW00014739,"BOSTON, MA US",1945-10-25,FALL,42,53,
3220,USW00014739,"BOSTON, MA US",1945-10-26,FALL,42,50,
3221,USW00014739,"BOSTON, MA US",1945-10-27,FALL,40,52,
3222,USW00014739,"BOSTON, MA US",1945-10-28,FALL,38,54,
3223,USW00014739,"BOSTON, MA US",1945-10-29,FALL,34,60,
3224,USW00014739,"BOSTON, MA US",1945-10-30,FALL,47,63,
3225,USW00014739,"BOSTON, MA US",1945-10-31,FALL,47,71,
3226,USW00014739,"BOSTON, MA US",1945-11-01,FALL,42,56,
3227,USW00014739,"BOSTON, MA US",1945-11-02,FALL,44,60,
3228,USW00014739,"BOSTON, MA US",1945-11-03,FALL,54,72,
3229,USW00014739,"BOSTON, MA US",1945-11-04,FALL,33,54,
3230,USW00014739,"BOSTON, MA US",1945-11-05,FALL,35,46,
3231,USW00014739,"BOSTON, MA US",1945-11-06,FALL,36,55,
3232,USW00014739,"BOSTON, MA US",1945-11-07,FALL,41,62,
3233,USW00014739,"BOSTON, MA US",1945-11-08,FALL,54,73,
3234,USW00014739,"BOSTON, MA US",1945-11-09,FALL,57,74,
3235,USW00014739,"BOSTON, MA US",1945-11-10,FALL,42,64,
3236,USW00014739,"BOSTON, MA US",1945-11-11,FALL,41,45,
3237,USW00014739,"BOSTON, MA US",1945-11-12,FALL,43,50,
3238,USW00014739,"BOSTON, MA US",1945-11-13,FALL,50,66,
3239,USW00014739,"BOSTON, MA US",1945-11-14,FALL,41,66,
3240,USW00014739,"BOSTON, MA US",1945-11-15,FALL,35,42,
3241,USW00014739,"BOSTON, MA US",1945-11-16,FALL,34,44,
3242,USW00014739,"BOSTON, MA US",1945-11-17,FALL,37,50,
3243,USW00014739,"BOSTON, MA US",1945-11-18,FALL,43,56,
3244,USW00014739,"BOSTON, MA US",1945-11-19,FALL,40,52,
3245,USW00014739,"BOSTON, MA US",1945-11-20,FALL,35,54,
3246,USW00014739,"BOSTON, MA US",1945-11-21,FALL,33,45,
3247,USW00014739,"BOSTON, MA US",1945-11-22,FALL,41,60,
3248,USW00014739,"BOSTON, MA US",1945-11-23,FALL,30,44,
3249,USW00014739,"BOSTON, MA US",1945-11-24,FALL,28,39,
3250,USW00014739,"BOSTON, MA US",1945-11-25,FALL,32,44,
3251,USW00014739,"BOSTON, MA US",1945-11-26,FALL,30,41,
3252,USW00014739,"BOSTON, MA US",1945-11-27,FALL,26,46,
3253,USW00014739,"BOSTON, MA US",1945-11-28,FALL,36,44,
3254,USW00014739,"BOSTON, MA US",1945-11-29,FALL,31,42,
3255,USW00014739,"BOSTON, MA US",1945-11-30,FALL,25,36,
3256,USW00014739,"BOSTON, MA US",1945-12-01,FALL,28,34,
3257,USW00014739,"BOSTON, MA US",1945-12-02,FALL,22,36,
3258,USW00014739,"BOSTON, MA US",1945-12-03,FALL,28,41,
3259,USW00014739,"BOSTON, MA US",1945-12-04,FALL,27,41,
3260,USW00014739,"BOSTON, MA US",1945-12-05,FALL,23,35,
3261,USW00014739,"BOSTON, MA US",1945-12-06,FALL,30,43,
3262,USW00014739,"BOSTON, MA US",1945-12-07,FALL,39,43,
3263,USW00014739,"BOSTON, MA US",1945-12-08,FALL,38,52,
3264,USW00014739,"BOSTON, MA US",1945-12-09,FALL,35,52,
3265,USW00014739,"BOSTON, MA US",1945-12-10,FALL,32,45,
3266,USW00014739,"BOSTON, MA US",1945-12-11,FALL,14,33,
3267,USW00014739,"BOSTON, MA US",1945-12-12,FALL,11,24,
3268,USW00014739,"BOSTON, MA US",1945-12-13,FALL,13,27,
3269,USW00014739,"BOSTON, MA US",1945-12-14,FALL,20,26,
3270,USW00014739,"BOSTON, MA US",1945-12-15,FALL,20,31,
3271,USW00014739,"BOSTON, MA US",1945-12-16,FALL,13,32,
3272,USW00014739,"BOSTON, MA US",1945-12-17,FALL,10,24,
3273,USW00014739,"BOSTON, MA US",1945-12-18,FALL,14,27,
3274,USW00014739,"BOSTON, MA US",1945-12-19,FALL,16,29,
3275,USW00014739,"BOSTON, MA US",1945-12-20,FALL,13,24,
3276,USW00014739,"BOSTON, MA US",1945-12-21,WINTER,11,24,
3277,USW00014739,"BOSTON, MA US",1945-12-22,WINTER,9,23,
3278,USW00014739,"BOSTON, MA US",1945-12-23,WINTER,8,24,
3279,USW00014739,"BOSTON, MA US",1945-12-24,WINTER,16,33,
3280,USW00014739,"BOSTON, MA US",1945-12-25,WINTER,20,39,
3281,USW00014739,"BOSTON, MA US",1945-12-26,WINTER,39,52,
3282,USW00014739,"BOSTON, MA US",1945-12-27,WINTER,26,39,
3283,USW00014739,"BOSTON, MA US",1945-12-28,WINTER,22,35,
3284,USW00014739,"BOSTON, MA US",1945-12-29,WINTER,29,33,
3285,USW00014739,"BOSTON, MA US",1945-12-30,WINTER,27,39,
3286,USW00014739,"BOSTON, MA US",1945-12-31,WINTER,35,39,
3287,USW00014739,"BOSTON, MA US",1946-01-01,WINTER,18,35,
3288,USW00014739,"BOSTON, MA US",1946-01-02,WINTER,16,26,
3289,USW00014739,"BOSTON, MA US",1946-01-03,WINTER,14,33,
3290,USW00014739,"BOSTON, MA US",1946-01-04,WINTER,32,47,
3291,USW00014739,"BOSTON, MA US",1946-01-05,WINTER,35,52,
3292,USW00014739,"BOSTON, MA US",1946-01-06,WINTER,42,56,
3293,USW00014739,"BOSTON, MA US",1946-01-07,WINTER,49,57,
3294,USW00014739,"BOSTON, MA US",1946-01-08,WINTER,35,49,
3295,USW00014739,"BOSTON, MA US",1946-01-09,WINTER,31,38,
3296,USW00014739,"BOSTON, MA US",1946-01-10,WINTER,37,51,
3297,USW00014739,"BOSTON, MA US",1946-01-11,WINTER,35,44,
3298,USW00014739,"BOSTON, MA US",1946-01-12,WINTER,33,44,
3299,USW00014739,"BOSTON, MA US",1946-01-13,WINTER,20,40,
3300,USW00014739,"BOSTON, MA US",1946-01-14,WINTER,10,25,
3301,USW00014739,"BOSTON, MA US",1946-01-15,WINTER,10,32,
3302,USW00014739,"BOSTON, MA US",1946-01-16,WINTER,1,15,
3303,USW00014739,"BOSTON, MA US",1946-01-17,WINTER,7,24,
3304,USW00014739,"BOSTON, MA US",1946-01-18,WINTER,20,32,
3305,USW00014739,"BOSTON, MA US",1946-01-19,WINTER,2,29,
3306,USW00014739,"BOSTON, MA US",1946-01-20,WINTER,-3,17,
3307,USW00014739,"BOSTON, MA US",1946-01-21,WINTER,17,38,
3308,USW00014739,"BOSTON, MA US",1946-01-22,WINTER,18,35,
3309,USW00014739,"BOSTON, MA US",1946-01-23,WINTER,13,31,
3310,USW00014739,"BOSTON, MA US",1946-01-24,WINTER,23,37,
3311,USW00014739,"BOSTON, MA US",1946-01-25,WINTER,30,40,
3312,USW00014739,"BOSTON, MA US",1946-01-26,WINTER,19,40,
3313,USW00014739,"BOSTON, MA US",1946-01-27,WINTER,9,22,
3314,USW00014739,"BOSTON, MA US",1946-01-28,WINTER,17,34,
3315,USW00014739,"BOSTON, MA US",1946-01-29,WINTER,16,33,
3316,USW00014739,"BOSTON, MA US",1946-01-30,WINTER,13,35,
3317,USW00014739,"BOSTON, MA US",1946-01-31,WINTER,17,30,
3318,USW00014739,"BOSTON, MA US",1946-02-01,WINTER,27,34,
3319,USW00014739,"BOSTON, MA US",1946-02-02,WINTER,22,43,
3320,USW00014739,"BOSTON, MA US",1946-02-03,WINTER,7,23,
3321,USW00014739,"BOSTON, MA US",1946-02-04,WINTER,4,24,
3322,USW00014739,"BOSTON, MA US",1946-02-05,WINTER,8,29,
3323,USW00014739,"BOSTON, MA US",1946-02-06,WINTER,24,53,
3324,USW00014739,"BOSTON, MA US",1946-02-07,WINTER,30,52,
3325,USW00014739,"BOSTON, MA US",1946-02-08,WINTER,20,33,
3326,USW00014739,"BOSTON, MA US",1946-02-09,WINTER,22,42,
3327,USW00014739,"BOSTON, MA US",1946-02-10,WINTER,22,41,
3328,USW00014739,"BOSTON, MA US",1946-02-11,WINTER,15,33,
3329,USW00014739,"BOSTON, MA US",1946-02-12,WINTER,23,39,
3330,USW00014739,"BOSTON, MA US",1946-02-13,WINTER,31,46,
3331,USW00014739,"BOSTON, MA US",1946-02-14,WINTER,34,59,
3332,USW00014739,"BOSTON, MA US",1946-02-15,WINTER,8,37,
3333,USW00014739,"BOSTON, MA US",1946-02-16,WINTER,4,30,
3334,USW00014739,"BOSTON, MA US",1946-02-17,WINTER,30,50,
3335,USW00014739,"BOSTON, MA US",1946-02-18,WINTER,12,34,
3336,USW00014739,"BOSTON, MA US",1946-02-19,WINTER,5,27,
3337,USW00014739,"BOSTON, MA US",1946-02-20,WINTER,26,34,
3338,USW00014739,"BOSTON, MA US",1946-02-21,WINTER,12,26,
3339,USW00014739,"BOSTON, MA US",1946-02-22,WINTER,10,31,
3340,USW00014739,"BOSTON, MA US",1946-02-23,WINTER,25,38,
3341,USW00014739,"BOSTON, MA US",1946-02-24,WINTER,25,33,
3342,USW00014739,"BOSTON, MA US",1946-02-25,WINTER,14,34,
3343,USW00014739,"BOSTON, MA US",1946-02-26,WINTER,11,24,
3344,USW00014739,"BOSTON, MA US",1946-02-27,WINTER,22,35,
3345,USW00014739,"BOSTON, MA US",1946-02-28,WINTER,29,41,
3346,USW00014739,"BOSTON, MA US",1946-03-01,WINTER,24,39,
3347,USW00014739,"BOSTON, MA US",1946-03-02,WINTER,28,42,
3348,USW00014739,"BOSTON, MA US",1946-03-03,WINTER,36,50,
3349,USW00014739,"BOSTON, MA US",1946-03-04,WINTER,34,62,
3350,USW00014739,"BOSTON, MA US",1946-03-05,WINTER,37,50,
3351,USW00014739,"BOSTON, MA US",1946-03-06,WINTER,36,45,
3352,USW00014739,"BOSTON, MA US",1946-03-07,WINTER,38,69,
3353,USW00014739,"BOSTON, MA US",1946-03-08,WINTER,40,53,
3354,USW00014739,"BOSTON, MA US",1946-03-09,WINTER,37,63,
3355,USW00014739,"BOSTON, MA US",1946-03-10,WINTER,31,45,
3356,USW00014739,"BOSTON, MA US",1946-03-11,WINTER,28,38,
3357,USW00014739,"BOSTON, MA US",1946-03-12,WINTER,24,47,
3358,USW00014739,"BOSTON, MA US",1946-03-13,WINTER,40,73,
3359,USW00014739,"BOSTON, MA US",1946-03-14,WINTER,55,76,
3360,USW00014739,"BOSTON, MA US",1946-03-15,WINTER,40,62,
3361,USW00014739,"BOSTON, MA US",1946-03-16,WINTER,37,51,
3362,USW00014739,"BOSTON, MA US",1946-03-17,WINTER,35,49,
3363,USW00014739,"BOSTON, MA US",1946-03-18,WINTER,32,50,
3364,USW00014739,"BOSTON, MA US",1946-03-19,WINTER,32,48,
3365,USW00014739,"BOSTON, MA US",1946-03-20,WINTER,33,52,
3366,USW00014739,"BOSTON, MA US",1946-03-21,WINTER,37,60,
3367,USW00014739,"BOSTON, MA US",1946-03-22,SPRING,41,70,
3368,USW00014739,"BOSTON, MA US",1946-03-23,SPRING,32,52,
3369,USW00014739,"BOSTON, MA US",1946-03-24,SPRING,36,64,
3370,USW00014739,"BOSTON, MA US",1946-03-25,SPRING,41,50,
3371,USW00014739,"BOSTON, MA US",1946-03-26,SPRING,43,72,
3372,USW00014739,"BOSTON, MA US",1946-03-27,SPRING,50,68,
3373,USW00014739,"BOSTON, MA US",1946-03-28,SPRING,52,77,
3374,USW00014739,"BOSTON, MA US",1946-03-29,SPRING,61,85,
3375,USW00014739,"BOSTON, MA US",1946-03-30,SPRING,38,62,
3376,USW00014739,"BOSTON, MA US",1946-03-31,SPRING,29,44,
3377,USW00014739,"BOSTON, MA US",1946-04-01,SPRING,24,40,
3378,USW00014739,"BOSTON, MA US",1946-04-02,SPRING,33,66,
3379,USW00014739,"BOSTON, MA US",1946-04-03,SPRING,37,43,
3380,USW00014739,"BOSTON, MA US",1946-04-04,SPRING,37,45,
3381,USW00014739,"BOSTON, MA US",1946-04-05,SPRING,39,51,
3382,USW00014739,"BOSTON, MA US",1946-04-06,SPRING,36,50,
3383,USW00014739,"BOSTON, MA US",1946-04-07,SPRING,36,52,
3384,USW00014739,"BOSTON, MA US",1946-04-08,SPRING,35,48,
3385,USW00014739,"BOSTON, MA US",1946-04-09,SPRING,36,46,
3386,USW00014739,"BOSTON, MA US",1946-04-10,SPRING,37,50,
3387,USW00014739,"BOSTON, MA US",1946-04-11,SPRING,35,49,
3388,USW00014739,"BOSTON, MA US",1946-04-12,SPRING,35,43,
3389,USW00014739,"BOSTON, MA US",1946-04-13,SPRING,35,45,
3390,USW00014739,"BOSTON, MA US",1946-04-14,SPRING,38,58,
3391,USW00014739,"BOSTON, MA US",1946-04-15,SPRING,48,65,
3392,USW00014739,"BOSTON, MA US",1946-04-16,SPRING,39,56,
3393,USW00014739,"BOSTON, MA US",1946-04-17,SPRING,36,58,
3394,USW00014739,"BOSTON, MA US",1946-04-18,SPRING,39,64,
3395,USW00014739,"BOSTON, MA US",1946-04-19,SPRING,46,60,
3396,USW00014739,"BOSTON, MA US",1946-04-20,SPRING,41,59,
3397,USW00014739,"BOSTON, MA US",1946-04-21,SPRING,39,61,
3398,USW00014739,"BOSTON, MA US",1946-04-22,SPRING,44,53,
3399,USW00014739,"BOSTON, MA US",1946-04-23,SPRING,41,61,
3400,USW00014739,"BOSTON, MA US",1946-04-24,SPRING,43,56,
3401,USW00014739,"BOSTON, MA US",1946-04-25,SPRING,46,63,
3402,USW00014739,"BOSTON, MA US",1946-04-26,SPRING,43,50,
3403,USW00014739,"BOSTON, MA US",1946-04-27,SPRING,39,48,
3404,USW00014739,"BOSTON, MA US",1946-04-28,SPRING,37,55,
3405,USW00014739,"BOSTON, MA US",1946-04-29,SPRING,44,54,
3406,USW00014739,"BOSTON, MA US",1946-04-30,SPRING,43,58,
3407,USW00014739,"BOSTON, MA US",1946-05-01,SPRING,51,69,
3408,USW00014739,"BOSTON, MA US",1946-05-02,SPRING,43,70,
3409,USW00014739,"BOSTON, MA US",1946-05-03,SPRING,36,53,
3410,USW00014739,"BOSTON, MA US",1946-05-04,SPRING,38,53,
3411,USW00014739,"BOSTON, MA US",1946-05-05,SPRING,44,47,
3412,USW00014739,"BOSTON, MA US",1946-05-06,SPRING,46,72,
3413,USW00014739,"BOSTON, MA US",1946-05-07,SPRING,46,63,
3414,USW00014739,"BOSTON, MA US",1946-05-08,SPRING,45,59,
3415,USW00014739,"BOSTON, MA US",1946-05-09,SPRING,44,67,
3416,USW00014739,"BOSTON, MA US",1946-05-10,SPRING,43,65,
3417,USW00014739,"BOSTON, MA US",1946-05-11,SPRING,47,63,
3418,USW00014739,"BOSTON, MA US",1946-05-12,SPRING,55,67,
3419,USW00014739,"BOSTON, MA US",1946-05-13,SPRING,54,72,
3420,USW00014739,"BOSTON, MA US",1946-05-14,SPRING,54,71,
3421,USW00014739,"BOSTON, MA US",1946-05-15,SPRING,49,57,
3422,USW00014739,"BOSTON, MA US",1946-05-16,SPRING,48,65,
3423,USW00014739,"BOSTON, MA US",1946-05-17,SPRING,50,71,
3424,USW00014739,"BOSTON, MA US",1946-05-18,SPRING,45,50,
3425,USW00014739,"BOSTON, MA US",1946-05-19,SPRING,43,71,
3426,USW00014739,"BOSTON, MA US",1946-05-20,SPRING,54,72,
