,STATION,NAME,DATE,SEASON,TMIN,TMAX,TAVG
18219,USW00014739,"BOSTON, MA US",1986-11-19,FALL,21,44,
18220,USW00014739,"BOSTON, MA US",1986-11-20,FALL,19,43,
18221,USW00014739,"BOSTON, MA US",1986-11-21,FALL,32,51,
18222,USW00014739,"BOSTON, MA US",1986-11-22,FALL,31,42,
18223,USW00014739,"BOSTON, MA US",1986-11-23,FALL,30,48,
18224,USW00014739,"BOSTON, MA US",1986-11-24,FALL,42,55,
18225,USW00014739,"BOSTON, MA US",1986-11-25,FALL,36,50,
18226,USW00014739,"BOSTON, MA US",1986-11-26,FALL,34,64,
18227,USW00014739,"BOSTON, MA US",1986-11-27,FALL,37,65,
18228,USW00014739,"BOSTON, MA US",1986-11-28,FALL,32,55,
18229,USW00014739,"BOSTON, MA US",1986-11-29,FALL,38,57,
18230,USW00014739,"BOSTON, MA US",1986-11-30,FALL,22,39,
18231,USW00014739,"BOSTON, MA US",1986-12-01,FALL,20,37,
18232,USW00014739,"BOSTON, MA US",1986-12-02,FALL,29,44,
18233,USW00014739,"BOSTON, MA US",1986-12-03,FALL,44,64,
18234,USW00014739,"BOSTON, MA US",1986-12-04,FALL,34,47,
18235,USW00014739,"BOSTON, MA US",1986-12-05,FALL,32,42,
18236,USW00014739,"BOSTON, MA US",1986-12-06,FALL,25,43,
18237,USW00014739,"BOSTON, MA US",1986-12-07,FALL,30,43,
18238,USW00014739,"BOSTON, MA US",1986-12-08,FALL,22,44,
18239,USW00014739,"BOSTON, MA US",1986-12-09,FALL,28,43,
18240,USW00014739,"BOSTON, MA US",1986-12-10,FALL,29,49,
18241,USW00014739,"BOSTON, MA US",1986-12-11,FALL,29,34,
18242,USW00014739,"BOSTON, MA US",1986-12-12,FALL,33,38,
18243,USW00014739,"BOSTON, MA US",1986-12-13,FALL,19,33,
18244,USW00014739,"BOSTON, MA US",1986-12-14,FALL,15,34,
18245,USW00014739,"BOSTON, MA US",1986-12-15,FALL,30,43,
18246,USW00014739,"BOSTON, MA US",1986-12-16,FALL,31,37,
18247,USW00014739,"BOSTON, MA US",1986-12-17,FALL,31,35,
18248,USW00014739,"BOSTON, MA US",1986-12-18,FALL,31,45,
18249,USW00014739,"BOSTON, MA US",1986-12-19,FALL,36,45,
18250,USW00014739,"BOSTON, MA US",1986-12-20,FALL,32,41,
18251,USW00014739,"BOSTON, MA US",1986-12-21,WINTER,26,35,
18252,USW00014739,"BOSTON, MA US",1986-12-22,WINTER,24,38,
18253,USW00014739,"BOSTON, MA US",1986-12-23,WINTER,30,43,
18254,USW00014739,"BOSTON, MA US",1986-12-24,WINTER,33,42,
18255,USW00014739,"BOSTON, MA US",1986-12-25,WINTER,40,58,
18256,USW00014739,"BOSTON, MA US",1986-12-26,WINTER,33,44,
18257,USW00014739,"BOSTON, MA US",1986-12-27,WINTER,29,39,
18258,USW00014739,"BOSTON, MA US",1986-12-28,WINTER,25,38,
18259,USW00014739,"BOSTON, MA US",1986-12-29,WINTER,28,39,
18260,USW00014739,"BOSTON, MA US",1986-12-30,WINTER,32,35,
18261,USW00014739,"BOSTON, MA US",1986-12-31,WINTER,29,42,
18262,USW00014739,"BOSTON, MA US",1987-01-01,WINTER,24,39,
18263,USW00014739,"BOSTON, MA US",1987-01-02,WINTER,31,39,
18264,USW00014739,"BOSTON, MA US",1987-01-03,WINTER,23,31,
18265,USW00014739,"BOSTON, MA US",1987-01-04,WINTER,21,35,
18266,USW00014739,"BOSTON, MA US",1987-01-05,WINTER,24,36,
18267,USW00014739,"BOSTON, MA US",1987-01-06,WINTER,23,37,
18268,USW00014739,"BOSTON, MA US",1987-01-07,WINTER,34,44,
18269,USW00014739,"BOSTON, MA US",1987-01-08,WINTER,26,35,
18270,USW00014739,"BOSTON, MA US",1987-01-09,WINTER,25,40,
18271,USW00014739,"BOSTON, MA US",1987-01-10,WINTER,30,42,
18272,USW00014739,"BOSTON, MA US",1987-01-11,WINTER,32,43,
18273,USW00014739,"BOSTON, MA US",1987-01-12,WINTER,30,39,
18274,USW00014739,"BOSTON, MA US",1987-01-13,WINTER,29,38,
18275,USW00014739,"BOSTON, MA US",1987-01-14,WINTER,27,47,
18276,USW00014739,"BOSTON, MA US",1987-01-15,WINTER,41,50,
18277,USW00014739,"BOSTON, MA US",1987-01-16,WINTER,24,46,
18278,USW00014739,"BOSTON, MA US",1987-01-17,WINTER,15,27,
18279,USW00014739,"BOSTON, MA US",1987-01-18,WINTER,17,35,
18280,USW00014739,"BOSTON, MA US",1987-01-19,WINTER,22,31,
18281,USW00014739,"BOSTON, MA US",1987-01-20,WINTER,18,28,
18282,USW00014739,"BOSTON, MA US",1987-01-21,WINTER,16,33,
18283,USW00014739,"BOSTON, MA US",1987-01-22,WINTER,22,40,
18284,USW00014739,"BOSTON, MA US",1987-01-23,WINTER,16,44,
18285,USW00014739,"BOSTON, MA US",1987-01-24,WINTER,11,18,
18286,USW00014739,"BOSTON, MA US",1987-01-25,WINTER,9,26,
18287,USW00014739,"BOSTON, MA US",1987-01-26,WINTER,14,23,
18288,USW00014739,"BOSTON, MA US",1987-01-27,WINTER,8,26,
18289,USW00014739,"BOSTON, MA US",1987-01-28,WINTER,11,28,
18290,USW00014739,"BOSTON, MA US",1987-01-29,WINTER,18,35,
18291,USW00014739,"BOSTON, MA US",1987-01-30,WINTER,18,34,
18292,USW00014739,"BOSTON, MA US",1987-01-31,WINTER,28,36,
18293,USW00014739,"BOSTON, MA US",1987-02-01,WINTER,25,36,
18294,USW00014739,"BOSTON, MA US",1987-02-02,WINTER,29,45,
18295,USW00014739,"BOSTON, MA US",1987-02-03,WINTER,38,43,
18296,USW00014739,"BOSTON, MA US",1987-02-04,WINTER,30,40,
18297,USW00014739,"BOSTON, MA US",1987-02-05,WINTER,16,30,
18298,USW00014739,"BOSTON, MA US",1987-02-06,WINTER,22,39,
18299,USW00014739,"BOSTON, MA US",1987-02-07,WINTER,28,47,
18300,USW00014739,"BOSTON, MA US",1987-02-08,WINTER,29,39,
18301,USW00014739,"BOSTON, MA US",1987-02-09,WINTER,17,38,
18302,USW00014739,"BOSTON, MA US",1987-02-10,WINTER,13,35,
18303,USW00014739,"BOSTON, MA US",1987-02-11,WINTER,23,35,
18304,USW00014739,"BOSTON, MA US",1987-02-12,WINTER,20,33,
18305,USW00014739,"BOSTON, MA US",1987-02-13,WINTER,4,27,
18306,USW00014739,"BOSTON, MA US",1987-02-14,WINTER,-1,20,
18307,USW00014739,"BOSTON, MA US",1987-02-15,WINTER,-1,17,
18308,USW00014739,"BOSTON, MA US",1987-02-16,WINTER,4,35,
18309,USW00014739,"BOSTON, MA US",1987-02-17,WINTER,18,42,
18310,USW00014739,"BOSTON, MA US",1987-02-18,WINTER,22,36,
18311,USW00014739,"BOSTON, MA US",1987-02-19,WINTER,20,37,
18312,USW00014739,"BOSTON, MA US",1987-02-20,WINTER,21,38,
18313,USW00014739,"BOSTON, MA US",1987-02-21,WINTER,24,41,
18314,USW00014739,"BOSTON, MA US",1987-02-22,WINTER,28,45,
18315,USW00014739,"BOSTON, MA US",1987-02-23,WINTER,30,38,
18316,USW00014739,"BOSTON, MA US",1987-02-24,WINTER,26,40,
18317,USW00014739,"BOSTON, MA US",1987-02-25,WINTER,25,41,
18318,USW00014739,"BOSTON, MA US",1987-02-26,WINTER,25,40,
18319,USW00014739,"BOSTON, MA US",1987-02-27,WINTER,26,38,
18320,USW00014739,"BOSTON, MA US",1987-02-28,WINTER,28,47,
18321,USW00014739,"BOSTON, MA US",1987-03-01,WINTER,34,37,
18322,USW00014739,"BOSTON, MA US",1987-03-02,WINTER,28,37,
18323,USW00014739,"BOSTON, MA US",1987-03-03,WINTER,25,33,
18324,USW00014739,"BOSTON, MA US",1987-03-04,WINTER,25,32,
18325,USW00014739,"BOSTON, MA US",1987-03-05,WINTER,20,35,
18326,USW00014739,"BOSTON, MA US",1987-03-06,WINTER,27,49,
18327,USW00014739,"BOSTON, MA US",1987-03-07,WINTER,41,61,
18328,USW00014739,"BOSTON, MA US",1987-03-08,WINTER,41,64,
18329,USW00014739,"BOSTON, MA US",1987-03-09,WINTER,22,48,
18330,USW00014739,"BOSTON, MA US",1987-03-10,WINTER,12,28,
18331,USW00014739,"BOSTON, MA US",1987-03-11,WINTER,14,29,
18332,USW00014739,"BOSTON, MA US",1987-03-12,WINTER,24,37,
18333,USW00014739,"BOSTON, MA US",1987-03-13,WINTER,30,36,
18334,USW00014739,"BOSTON, MA US",1987-03-14,WINTER,30,37,
18335,USW00014739,"BOSTON, MA US",1987-03-15,WINTER,28,39,
18336,USW00014739,"BOSTON, MA US",1987-03-16,WINTER,27,38,
18337,USW00014739,"BOSTON, MA US",1987-03-17,WINTER,26,37,
18338,USW00014739,"BOSTON, MA US",1987-03-18,WINTER,31,45,
18339,USW00014739,"BOSTON, MA US",1987-03-19,WINTER,33,46,
18340,USW00014739,"BOSTON, MA US",1987-03-20,WINTER,34,42,
18341,USW00014739,"BOSTON, MA US",1987-03-21,WINTER,33,39,
18342,USW00014739,"BOSTON, MA US",1987-03-22,SPRING,35,42,
18343,USW00014739,"BOSTON, MA US",1987-03-23,SPRING,35,43,
18344,USW00014739,"BOSTON, MA US",1987-03-24,SPRING,33,56,
18345,USW00014739,"BOSTON, MA US",1987-03-25,SPRING,39,65,
18346,USW00014739,"BOSTON, MA US",1987-03-26,SPRING,45,55,
18347,USW00014739,"BOSTON, MA US",1987-03-27,SPRING,40,63,
18348,USW00014739,"BOSTON, MA US",1987-03-28,SPRING,42,51,
18349,USW00014739,"BOSTON, MA US",1987-03-29,SPRING,41,56,
18350,USW00014739,"BOSTON, MA US",1987-03-30,SPRING,43,62,
18351,USW00014739,"BOSTON, MA US",1987-03-31,SPRING,44,60,
18352,USW00014739,"BOSTON, MA US",1987-04-01,SPRING,34,51,
18353,USW00014739,"BOSTON, MA US",1987-04-02,SPRING,32,54,
18354,USW00014739,"BOSTON, MA US",1987-04-03,SPRING,41,52,
18355,USW00014739,"BOSTON, MA US",1987-04-04,SPRING,44,49,
18356,USW00014739,"BOSTON, MA US",1987-04-05,SPRING,40,47,
18357,USW00014739,"BOSTON, MA US",1987-04-06,SPRING,40,42,
18358,USW00014739,"BOSTON, MA US",1987-04-07,SPRING,40,44,
18359,USW00014739,"BOSTON, MA US",1987-04-08,SPRING,40,49,
18360,USW00014739,"BOSTON, MA US",1987-04-09,SPRING,41,48,
18361,USW00014739,"BOSTON, MA US",1987-04-10,SPRING,40,65,
18362,USW00014739,"BOSTON, MA US",1987-04-11,SPRING,48,65,
18363,USW00014739,"BOSTON, MA US",1987-04-12,SPRING,41,72,
18364,USW00014739,"BOSTON, MA US",1987-04-13,SPRING,34,44,
18365,USW00014739,"BOSTON, MA US",1987-04-14,SPRING,34,45,
18366,USW00014739,"BOSTON, MA US",1987-04-15,SPRING,40,52,
18367,USW00014739,"BOSTON, MA US",1987-04-16,SPRING,38,43,
18368,USW00014739,"BOSTON, MA US",1987-04-17,SPRING,39,43,
18369,USW00014739,"BOSTON, MA US",1987-04-18,SPRING,43,51,
18370,USW00014739,"BOSTON, MA US",1987-04-19,SPRING,45,56,
18371,USW00014739,"BOSTON, MA US",1987-04-20,SPRING,46,50,
18372,USW00014739,"BOSTON, MA US",1987-04-21,SPRING,44,57,
18373,USW00014739,"BOSTON, MA US",1987-04-22,SPRING,39,57,
18374,USW00014739,"BOSTON, MA US",1987-04-23,SPRING,37,45,
18375,USW00014739,"BOSTON, MA US",1987-04-24,SPRING,45,56,
18376,USW00014739,"BOSTON, MA US",1987-04-25,SPRING,40,47,
18377,USW00014739,"BOSTON, MA US",1987-04-26,SPRING,35,50,
18378,USW00014739,"BOSTON, MA US",1987-04-27,SPRING,35,46,
18379,USW00014739,"BOSTON, MA US",1987-04-28,SPRING,31,40,
18380,USW00014739,"BOSTON, MA US",1987-04-29,SPRING,32,51,
18381,USW00014739,"BOSTON, MA US",1987-04-30,SPRING,43,53,
18382,USW00014739,"BOSTON, MA US",1987-05-01,SPRING,39,60,
18383,USW00014739,"BOSTON, MA US",1987-05-02,SPRING,41,65,
18384,USW00014739,"BOSTON, MA US",1987-05-03,SPRING,44,52,
18385,USW00014739,"BOSTON, MA US",1987-05-04,SPRING,42,45,
18386,USW00014739,"BOSTON, MA US",1987-05-05,SPRING,40,42,
18387,USW00014739,"BOSTON, MA US",1987-05-06,SPRING,41,51,
18388,USW00014739,"BOSTON, MA US",1987-05-07,SPRING,48,75,
18389,USW00014739,"BOSTON, MA US",1987-05-08,SPRING,47,55,
18390,USW00014739,"BOSTON, MA US",1987-05-09,SPRING,46,71,
18391,USW00014739,"BOSTON, MA US",1987-05-10,SPRING,59,83,
18392,USW00014739,"BOSTON, MA US",1987-05-11,SPRING,50,73,
18393,USW00014739,"BOSTON, MA US",1987-05-12,SPRING,52,76,
18394,USW00014739,"BOSTON, MA US",1987-05-13,SPRING,43,55,
18395,USW00014739,"BOSTON, MA US",1987-05-14,SPRING,39,69,
18396,USW00014739,"BOSTON, MA US",1987-05-15,SPRING,47,67,
18397,USW00014739,"BOSTON, MA US",1987-05-16,SPRING,40,67,
18398,USW00014739,"BOSTON, MA US",1987-05-17,SPRING,57,79,
18399,USW00014739,"BOSTON, MA US",1987-05-18,SPRING,48,64,
18400,USW00014739,"BOSTON, MA US",1987-05-19,SPRING,46,53,
18401,USW00014739,"BOSTON, MA US",1987-05-20,SPRING,43,54,
18402,USW00014739,"BOSTON, MA US",1987-05-21,SPRING,45,69,
18403,USW00014739,"BOSTON, MA US",1987-05-22,SPRING,54,78,
18404,USW00014739,"BOSTON, MA US",1987-05-23,SPRING,46,70,
18405,USW00014739,"BOSTON, MA US",1987-05-24,SPRING,44,49,
18406,USW00014739,"BOSTON, MA US",1987-05-25,SPRING,44,54,
18407,USW00014739,"BOSTON, MA US",1987-05-26,SPRING,50,61,
18408,USW00014739,"BOSTON, MA US",1987-05-27,SPRING,51,66,
18409,USW00014739,"BOSTON, MA US",1987-05-28,SPRING,53,84,
18410,USW00014739,"BOSTON, MA US",1987-05-29,SPRING,62,76,
18411,USW00014739,"BOSTON, MA US",1987-05-30,SPRING,61,93,
18412,USW00014739,"BOSTON, MA US",1987-05-31,SPRING,73,92,
18413,USW00014739,"BOSTON, MA US",1987-06-01,SPRING,65,85,
18414,USW00014739,"BOSTON, MA US",1987-06-02,SPRING,51,65,
18415,USW00014739,"BOSTON, MA US",1987-06-03,SPRING,50,58,
18416,USW00014739,"BOSTON, MA US",1987-06-04,SPRING,52,58,
18417,USW00014739,"BOSTON, MA US",1987-06-05,SPRING,55,67,
18418,USW00014739,"BOSTON, MA US",1987-06-06,SPRING,53,69,
18419,USW00014739,"BOSTON, MA US",1987-06-07,SPRING,50,69,
18420,USW00014739,"BOSTON, MA US",1987-06-08,SPRING,55,81,
18421,USW00014739,"BOSTON, MA US",1987-06-09,SPRING,60,76,
18422,USW00014739,"BOSTON, MA US",1987-06-10,SPRING,56,73,
18423,USW00014739,"BOSTON, MA US",1987-06-11,SPRING,55,76,
18424,USW00014739,"BOSTON, MA US",1987-06-12,SPRING,58,68,
18425,USW00014739,"BOSTON, MA US",1987-06-13,SPRING,59,79,
18426,USW00014739,"BOSTON, MA US",1987-06-14,SPRING,55,82,
18427,USW00014739,"BOSTON, MA US",1987-06-15,SPRING,68,87,
18428,USW00014739,"BOSTON, MA US",1987-06-16,SPRING,62,82,
18429,USW00014739,"BOSTON, MA US",1987-06-17,SPRING,56,71,
18430,USW00014739,"BOSTON, MA US",1987-06-18,SPRING,57,80,
18431,USW00014739,"BOSTON, MA US",1987-06-19,SPRING,60,86,
18432,USW00014739,"BOSTON, MA US",1987-06-20,SPRING,62,81,
18433,USW00014739,"BOSTON, MA US",1987-06-21,SUMMER,58,66,
18434,USW00014739,"BOSTON, MA US",1987-06-22,SUMMER,58,67,
18435,USW00014739,"BOSTON, MA US",1987-06-23,SUMMER,54,59,
18436,USW00014739,"BOSTON, MA US",1987-06-24,SUMMER,53,82,
18437,USW00014739,"BOSTON, MA US",1987-06-25,SUMMER,53,67,
18438,USW00014739,"BOSTON, MA US",1987-06-26,SUMMER,53,60,
18439,USW00014739,"BOSTON, MA US",1987-06-27,SUMMER,57,61,
18440,USW00014739,"BOSTON, MA US",1987-06-28,SUMMER,57,76,
18441,USW00014739,"BOSTON, MA US",1987-06-29,SUMMER,59,83,
18442,USW00014739,"BOSTON, MA US",1987-06-30,SUMMER,67,86,
18443,USW00014739,"BOSTON, MA US",1987-07-01,SUMMER,66,80,
18444,USW00014739,"BOSTON, MA US",1987-07-02,SUMMER,57,69,
18445,USW00014739,"BOSTON, MA US",1987-07-03,SUMMER,57,62,
18446,USW00014739,"BOSTON, MA US",1987-07-04,SUMMER,58,85,
18447,USW00014739,"BOSTON, MA US",1987-07-05,SUMMER,64,74,
18448,USW00014739,"BOSTON, MA US",1987-07-06,SUMMER,60,78,
18449,USW00014739,"BOSTON, MA US",1987-07-07,SUMMER,57,76,
18450,USW00014739,"BOSTON, MA US",1987-07-08,SUMMER,62,72,
18451,USW00014739,"BOSTON, MA US",1987-07-09,SUMMER,66,80,
18452,USW00014739,"BOSTON, MA US",1987-07-10,SUMMER,65,75,
18453,USW00014739,"BOSTON, MA US",1987-07-11,SUMMER,66,80,
18454,USW00014739,"BOSTON, MA US",1987-07-12,SUMMER,70,82,
18455,USW00014739,"BOSTON, MA US",1987-07-13,SUMMER,72,80,
18456,USW00014739,"BOSTON, MA US",1987-07-14,SUMMER,71,83,
18457,USW00014739,"BOSTON, MA US",1987-07-15,SUMMER,65,79,
18458,USW00014739,"BOSTON, MA US",1987-07-16,SUMMER,60,71,
18459,USW00014739,"BOSTON, MA US",1987-07-17,SUMMER,61,76,
18460,USW00014739,"BOSTON, MA US",1987-07-18,SUMMER,64,93,
18461,USW00014739,"BOSTON, MA US",1987-07-19,SUMMER,68,81,
18462,USW00014739,"BOSTON, MA US",1987-07-20,SUMMER,68,82,
18463,USW00014739,"BOSTON, MA US",1987-07-21,SUMMER,63,77,
18464,USW00014739,"BOSTON, MA US",1987-07-22,SUMMER,61,72,
18465,USW00014739,"BOSTON, MA US",1987-07-23,SUMMER,63,80,
18466,USW00014739,"BOSTON, MA US",1987-07-24,SUMMER,70,95,
18467,USW00014739,"BOSTON, MA US",1987-07-25,SUMMER,73,94,
18468,USW00014739,"BOSTON, MA US",1987-07-26,SUMMER,69,88,
18469,USW00014739,"BOSTON, MA US",1987-07-27,SUMMER,64,84,
18470,USW00014739,"BOSTON, MA US",1987-07-28,SUMMER,64,83,
18471,USW00014739,"BOSTON, MA US",1987-07-29,SUMMER,58,70,
18472,USW00014739,"BOSTON, MA US",1987-07-30,SUMMER,60,80,
18473,USW00014739,"BOSTON, MA US",1987-07-31,SUMMER,65,74,
18474,USW00014739,"BOSTON, MA US",1987-08-01,SUMMER,61,82,
18475,USW00014739,"BOSTON, MA US",1987-08-02,SUMMER,61,80,
18476,USW00014739,"BOSTON, MA US",1987-08-03,SUMMER,67,80,
18477,USW00014739,"BOSTON, MA US",1987-08-04,SUMMER,71,81,
18478,USW00014739,"BOSTON, MA US",1987-08-05,SUMMER,67,77,
18479,USW00014739,"BOSTON, MA US",1987-08-06,SUMMER,61,74,
18480,USW00014739,"BOSTON, MA US",1987-08-07,SUMMER,62,72,
18481,USW00014739,"BOSTON, MA US",1987-08-08,SUMMER,65,86,
18482,USW00014739,"BOSTON, MA US",1987-08-09,SUMMER,62,77,
18483,USW00014739,"BOSTON, MA US",1987-08-10,SUMMER,62,68,
18484,USW00014739,"BOSTON, MA US",1987-08-11,SUMMER,60,81,
18485,USW00014739,"BOSTON, MA US",1987-08-12,SUMMER,58,70,
18486,USW00014739,"BOSTON, MA US",1987-08-13,SUMMER,59,74,
18487,USW00014739,"BOSTON, MA US",1987-08-14,SUMMER,59,82,
18488,USW00014739,"BOSTON, MA US",1987-08-15,SUMMER,63,90,
18489,USW00014739,"BOSTON, MA US",1987-08-16,SUMMER,68,92,
18490,USW00014739,"BOSTON, MA US",1987-08-17,SUMMER,72,96,
18491,USW00014739,"BOSTON, MA US",1987-08-18,SUMMER,76,94,
18492,USW00014739,"BOSTON, MA US",1987-08-19,SUMMER,67,83,
18493,USW00014739,"BOSTON, MA US",1987-08-20,SUMMER,66,86,
18494,USW00014739,"BOSTON, MA US",1987-08-21,SUMMER,64,84,
18495,USW00014739,"BOSTON, MA US",1987-08-22,SUMMER,64,82,
18496,USW00014739,"BOSTON, MA US",1987-08-23,SUMMER,63,77,
18497,USW00014739,"BOSTON, MA US",1987-08-24,SUMMER,56,73,
18498,USW00014739,"BOSTON, MA US",1987-08-25,SUMMER,55,77,
18499,USW00014739,"BOSTON, MA US",1987-08-26,SUMMER,58,73,
18500,USW00014739,"BOSTON, MA US",1987-08-27,SUMMER,59,62,
18501,USW00014739,"BOSTON, MA US",1987-08-28,SUMMER,59,63,
18502,USW00014739,"BOSTON, MA US",1987-08-29,SUMMER,55,60,
18503,USW00014739,"BOSTON, MA US",1987-08-30,SUMMER,54,72,
18504,USW00014739,"BOSTON, MA US",1987-08-31,SUMMER,58,77,
18505,USW00014739,"BOSTON, MA US",1987-09-01,SUMMER,60,75,
18506,USW00014739,"BOSTON, MA US",1987-09-02,SUMMER,56,72,
18507,USW00014739,"BOSTON, MA US",1987-09-03,SUMMER,55,73,
18508,USW00014739,"BOSTON, MA US",1987-09-04,SUMMER,52,65,
18509,USW00014739,"BOSTON, MA US",1987-09-05,SUMMER,53,77,
18510,USW00014739,"BOSTON, MA US",1987-09-06,SUMMER,58,79,
18511,USW00014739,"BOSTON, MA US",1987-09-07,SUMMER,66,77,
18512,USW00014739,"BOSTON, MA US",1987-09-08,SUMMER,64,79,
18513,USW00014739,"BOSTON, MA US",1987-09-09,SUMMER,65,86,
18514,USW00014739,"BOSTON, MA US",1987-09-10,SUMMER,64,84,
18515,USW00014739,"BOSTON, MA US",1987-09-11,SUMMER,61,69,
18516,USW00014739,"BOSTON, MA US",1987-09-12,SUMMER,57,65,
18517,USW00014739,"BOSTON, MA US",1987-09-13,SUMMER,59,67,
18518,USW00014739,"BOSTON, MA US",1987-09-14,SUMMER,64,81,
18519,USW00014739,"BOSTON, MA US",1987-09-15,SUMMER,60,78,
18520,USW00014739,"BOSTON, MA US",1987-09-16,SUMMER,61,80,
18521,USW00014739,"BOSTON, MA US",1987-09-17,SUMMER,62,72,
18522,USW00014739,"BOSTON, MA US",1987-09-18,SUMMER,58,63,
18523,USW00014739,"BOSTON, MA US",1987-09-19,SUMMER,58,61,
18524,USW00014739,"BOSTON, MA US",1987-09-20,SUMMER,57,60,
18525,USW00014739,"BOSTON, MA US",1987-09-21,FALL,57,65,
18526,USW00014739,"BOSTON, MA US",1987-09-22,FALL,58,64,
18527,USW00014739,"BOSTON, MA US",1987-09-23,FALL,55,72,
18528,USW00014739,"BOSTON, MA US",1987-09-24,FALL,58,75,
18529,USW00014739,"BOSTON, MA US",1987-09-25,FALL,50,63,
18530,USW00014739,"BOSTON, MA US",1987-09-26,FALL,48,70,
18531,USW00014739,"BOSTON, MA US",1987-09-27,FALL,50,69,
18532,USW00014739,"BOSTON, MA US",1987-09-28,FALL,55,79,
18533,USW00014739,"BOSTON, MA US",1987-09-29,FALL,63,83,
18534,USW00014739,"BOSTON, MA US",1987-09-30,FALL,62,74,
18535,USW00014739,"BOSTON, MA US",1987-10-01,FALL,52,68,
18536,USW00014739,"BOSTON, MA US",1987-10-02,FALL,47,69,
18537,USW00014739,"BOSTON, MA US",1987-10-03,FALL,57,73,
18538,USW00014739,"BOSTON, MA US",1987-10-04,FALL,44,59,
18539,USW00014739,"BOSTON, MA US",1987-10-05,FALL,42,68,
18540,USW00014739,"BOSTON, MA US",1987-10-06,FALL,52,72,
18541,USW00014739,"BOSTON, MA US",1987-10-07,FALL,55,72,
18542,USW00014739,"BOSTON, MA US",1987-10-08,FALL,49,64,
18543,USW00014739,"BOSTON, MA US",1987-10-09,FALL,44,59,
18544,USW00014739,"BOSTON, MA US",1987-10-10,FALL,52,70,
18545,USW00014739,"BOSTON, MA US",1987-10-11,FALL,43,56,
18546,USW00014739,"BOSTON, MA US",1987-10-12,FALL,43,50,
18547,USW00014739,"BOSTON, MA US",1987-10-13,FALL,40,55,
18548,USW00014739,"BOSTON, MA US",1987-10-14,FALL,41,56,
18549,USW00014739,"BOSTON, MA US",1987-10-15,FALL,41,62,
18550,USW00014739,"BOSTON, MA US",1987-10-16,FALL,48,60,
18551,USW00014739,"BOSTON, MA US",1987-10-17,FALL,50,59,
18552,USW00014739,"BOSTON, MA US",1987-10-18,FALL,55,72,
18553,USW00014739,"BOSTON, MA US",1987-10-19,FALL,51,67,
18554,USW00014739,"BOSTON, MA US",1987-10-20,FALL,49,62,
18555,USW00014739,"BOSTON, MA US",1987-10-21,FALL,47,67,
18556,USW00014739,"BOSTON, MA US",1987-10-22,FALL,43,57,
18557,USW00014739,"BOSTON, MA US",1987-10-23,FALL,41,61,
18558,USW00014739,"BOSTON, MA US",1987-10-24,FALL,48,68,
18559,USW00014739,"BOSTON, MA US",1987-10-25,FALL,45,63,
18560,USW00014739,"BOSTON, MA US",1987-10-26,FALL,40,54,
18561,USW00014739,"BOSTON, MA US",1987-10-27,FALL,37,57,
18562,USW00014739,"BOSTON, MA US",1987-10-28,FALL,48,65,
18563,USW00014739,"BOSTON, MA US",1987-10-29,FALL,42,56,
18564,USW00014739,"BOSTON, MA US",1987-10-30,FALL,39,55,
18565,USW00014739,"BOSTON, MA US",1987-10-31,FALL,44,59,
18566,USW00014739,"BOSTON, MA US",1987-11-01,FALL,39,58,
18567,USW00014739,"BOSTON, MA US",1987-11-02,FALL,37,48,
18568,USW00014739,"BOSTON, MA US",1987-11-03,FALL,42,63,
18569,USW00014739,"BOSTON, MA US",1987-11-04,FALL,55,78,
18570,USW00014739,"BOSTON, MA US",1987-11-05,FALL,45,68,
18571,USW00014739,"BOSTON, MA US",1987-11-06,FALL,32,45,
18572,USW00014739,"BOSTON, MA US",1987-11-07,FALL,30,47,
18573,USW00014739,"BOSTON, MA US",1987-11-08,FALL,36,64,
18574,USW00014739,"BOSTON, MA US",1987-11-09,FALL,49,66,
18575,USW00014739,"BOSTON, MA US",1987-11-10,FALL,34,49,
18576,USW00014739,"BOSTON, MA US",1987-11-11,FALL,29,38,
18577,USW00014739,"BOSTON, MA US",1987-11-12,FALL,29,40,
18578,USW00014739,"BOSTON, MA US",1987-11-13,FALL,33,48,
18579,USW00014739,"BOSTON, MA US",1987-11-14,FALL,39,56,
18580,USW00014739,"BOSTON, MA US",1987-11-15,FALL,38,51,
18581,USW00014739,"BOSTON, MA US",1987-11-16,FALL,34,48,
18582,USW00014739,"BOSTON, MA US",1987-11-17,FALL,38,62,
18583,USW00014739,"BOSTON, MA US",1987-11-18,FALL,49,70,
18584,USW00014739,"BOSTON, MA US",1987-11-19,FALL,42,50,
18585,USW00014739,"BOSTON, MA US",1987-11-20,FALL,35,45,
18586,USW00014739,"BOSTON, MA US",1987-11-21,FALL,16,35,
18587,USW00014739,"BOSTON, MA US",1987-11-22,FALL,17,36,
18588,USW00014739,"BOSTON, MA US",1987-11-23,FALL,27,48,
18589,USW00014739,"BOSTON, MA US",1987-11-24,FALL,45,60,
18590,USW00014739,"BOSTON, MA US",1987-11-25,FALL,44,49,
18591,USW00014739,"BOSTON, MA US",1987-11-26,FALL,32,46,
18592,USW00014739,"BOSTON, MA US",1987-11-27,FALL,30,35,
18593,USW00014739,"BOSTON, MA US",1987-11-28,FALL,28,40,
18594,USW00014739,"BOSTON, MA US",1987-11-29,FALL,32,46,
18595,USW00014739,"BOSTON, MA US",1987-11-30,FALL,46,59,
