,DAPR,DAPR_ATTRIBUTES,DATE,ELEVATION,LATITUDE,LONGITUDE,MDPR,MDPR_ATTRIBUTES,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
2244,,,1965-03-25,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.02,",,0,0800",0.0,",,0,",5.0,",,0,",USC00190408,36,",,0",13,",,0",26,",,0,0800",,,,,,,,,,,,
2245,,,1965-03-26,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.03,",,0,0800",0.0,"T,,0,",4.0,",,0,",USC00190408,41,",,0",26,",,0",28,",,0,0800",,,,,    1,",,0",,,,,,
2246,,,1965-03-27,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.27,",,0,0800",0.0,",,0,",2.0,",,0,",USC00190408,35,",,0",26,",,0",32,",,0,0800",,,,,,,,,,,,
2247,,,1965-03-28,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",1.0,",,0,",USC00190408,37,",,0",18,",,0",28,",,0,0800",,,,,,,,,,,,
2248,,,1965-03-29,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",1.0,",,0,",USC00190408,44,",,0",23,",,0",23,",,0,0800",,,,,    1,",,0",,,,,,
2249,,,1965-03-30,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.27,",,0,0800",3.0,",,0,",4.0,",,0,",USC00190408,25,",,0",20,",,0",25,",,0,0800",,,,,,,,,,,,
2250,,,1965-03-31,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",3.0,",,0,",USC00190408,34,",,0",14,",,0",20,",,0,0800",,,,,,,,,,,,
2251,,,1965-04-01,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",3.0,",,0,",USC00190408,33,",,0",12,",,0",23,",,0,0800",,,,,,,,,,,,
2252,,,1965-04-02,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",2.0,",,0,",USC00190408,44,",,0",23,",,0",30,",,0,0800",,,,,,,,,,,,
2253,,,1965-04-03,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",1.0,",,0,",USC00190408,43,",,0",23,",,0",27,",,0,0800",,,,,,,,,,,,
2254,,,1965-04-04,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,43,",,0",21,",,0",37,",,0,0800",,,,,,,,,,,,
2255,,,1965-04-05,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,49,",,0",23,",,0",36,",,0,0800",,,,,,,,,,,,
2256,,,1965-04-06,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,57,",,0",23,",,0",44,",,0,0800",,,,,,,,,,,,
2257,,,1965-04-07,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,59,",,0",29,",,0",37,",,0,0800",,,,,,,,,,,,
2258,,,1965-04-08,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,45,",,0",34,",,0",38,",,0,0800",,,,,,,,,,,,
2259,,,1965-04-09,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.02,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,46,",,0",25,",,0",39,",,0,0800",,,,,,,,,,,,
2260,,,1965-04-10,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,51,",,0",29,",,0",44,",,0,0800",,,,,,,,,,,,
2261,,,1965-04-11,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,56,",,0",25,",,0",47,",,0,0800",,,,,,,,,,,,
2262,,,1965-04-12,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.49,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,57,",,0",34,",,0",36,",,0,0800",,,,,,,,,,,,
2263,,,1965-04-13,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.07,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,47,",,0",36,",,0",36,",,0,0800",,,,,,,,,,,,
2264,,,1965-04-14,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.13,",,0,0800",0.0,"T,,0,",0.0,"T,,0,",USC00190408,42,",,0",30,",,0",36,",,0,0800",,,,,,,,,,,,
2265,,,1965-04-15,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,57,",,0",25,",,0",41,",,0,0800",,,,,,,,,,,,
2266,,,1965-04-16,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.87,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,56,",,0",40,",,0",45,",,0,0800",,,,,,,,,,,,
2267,,,1965-04-17,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,68,",,0",33,",,0",37,",,0,0800",,,,,,,,,,,,
2268,,,1965-04-18,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.05,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,58,",,0",32,",,0",37,",,0,0800",,,,,,,,,,,,
2269,,,1965-04-19,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.45,",,0,0800",3.0,",,0,",2.0,",,0,",USC00190408,47,",,0",31,",,0",34,",,0,0800",,,,,,,,,,,,
2270,,,1965-04-20,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,45,",,0",31,",,0",37,",,0,0800",,,,,,,,,,,,
2271,,,1965-04-21,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,57,",,0",27,",,0",44,",,0,0800",,,,,,,,,,,,
2272,,,1965-04-22,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.05,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,61,",,0",40,",,0",46,",,0,0800",,,,,,,,,,,,
2273,,,1965-04-23,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,59,",,0",26,",,0",43,",,0,0800",,,,,,,,,,,,
2274,,,1965-04-24,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.15,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,48,",,0",29,",,0",35,",,0,0800",,,,,,,,,,,,
2275,,,1965-04-25,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,48,",,0",21,",,0",36,",,0,0800",,,,,,,,,,,,
2276,,,1965-04-26,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.30,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,55,",,0",34,",,0",36,",,0,0800",,,,,,,,,,,,
2277,,,1965-04-27,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.19,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,42,",,0",36,",,0",42,",,0,0800",,,,,,,,,,,,
2278,,,1965-04-28,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.04,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,47,",,0",40,",,0",42,",,0,0800",,,,,,,,,,,,
2279,,,1965-04-29,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,60,",,0",29,",,0",40,",,0,0800",,,,,,,,,,,,
2280,,,1965-04-30,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,65,",,0",35,",,0",45,",,0,0800",,,,,,,,,,,,
2281,,,1965-05-01,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,73,",,0",37,",,0",47,",,0,0800",,,,,,,,,,,,
2282,,,1965-05-02,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,66,",,0",32,",,0",52,",,0,0800",,,,,,,,,,,,
2283,,,1965-05-03,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,72,",,0",42,",,0",50,",,0,0800",,,,,,,,,,,,
2284,,,1965-05-04,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,75,",,0",49,",,0",56,",,0,0800",,,,,,,,,,,,
2285,,,1965-05-05,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,77,",,0",38,",,0",49,",,0,0800",,,,,,,,,,,,
2286,,,1965-05-06,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,56,",,0",30,",,0",47,",,0,0800",,,,,,,,,,,,
2287,,,1965-05-07,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,71,",,0",30,",,0",41,",,0,0800",,,,,,,,,,,,
2288,,,1965-05-08,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.04,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,51,",,0",40,",,0",44,",,0,0800",,,,,,,,,,,,
2289,,,1965-05-09,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,64,",,0",42,",,0",53,",,0,0800",,,,,,,,,,,,
2290,,,1965-05-10,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.03,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,80,",,0",53,",,0",65,",,0,0800",,,,,,,,,,,,
2291,,,1965-05-11,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.02,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,85,",,0",53,",,0",55,",,0,0800",,,,,,,,,,,,
2292,,,1965-05-12,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.02,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,80,",,0",43,",,0",55,",,0,0800",,,,,,,,,,,,
2293,,,1965-05-13,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,75,",,0",39,",,0",53,",,0,0800",,,    1,",,0",,,,,,,,
2294,,,1965-05-14,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,69,",,0",34,",,0",47,",,0,0800",,,,,,,,,,,,
2295,,,1965-05-15,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,68,",,0",30,",,0",47,",,0,0800",,,,,,,,,,,,
2296,,,1965-05-16,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,76,",,0",41,",,0",59,",,0,0800",,,,,,,,,,,,
2297,,,1965-05-17,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.04,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,83,",,0",58,",,0",61,",,0,0800",,,    1,",,0",,,,,,,,
2298,,,1965-05-18,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.19,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,75,",,0",43,",,0",52,",,0,0800",,,,,,,,,,,,
2299,,,1965-05-19,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.03,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,60,",,0",47,",,0",49,",,0,0800",,,,,,,,,,,,
2300,,,1965-05-20,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,61,",,0",48,",,0",51,",,0,0800",,,,,,,,,,,,
2301,,,1965-05-21,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,77,",,0",38,",,0",54,",,0,0800",,,,,,,,,,,,
2302,,,1965-05-22,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,68,",,0",41,",,0",50,",,0,0800",,,,,,,,,,,,
2303,,,1965-05-23,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.04,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,74,",,0",49,",,0",56,",,0,0800",,,,,,,,,,,,
2304,,,1965-05-24,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,66,",,0",30,",,0",50,",,0,0800",,,,,,,,,,,,
2305,,,1965-05-25,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,70,",,0",37,",,0",50,",,0,0800",,,,,,,,,,,,
2306,,,1965-05-26,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,79,",,0",50,",,0",67,",,0,0800",,,,,,,,,,,,
2307,,,1965-05-27,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,88,",,0",49,",,0",53,",,0,0800",,,    1,",,0",,,,,,,,
2308,,,1965-05-28,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.42,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,85,",,0",53,",,0",63,",,0,0800",,,,,,,,,,,,
2309,,,1965-05-29,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.03,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,85,",,0",47,",,0",51,",,0,0800",,,,,,,,,,,,
2310,,,1965-05-30,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.30,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,76,",,0",35,",,0",45,",,0,0800",,,,,,,,,,,,
2311,,,1965-05-31,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,81,",,0",38,",,0",48,",,0,0800",,,,,,,,,,,,
2312,,,1965-06-01,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,68,",,0",36,",,0",51,",,0,0800",,,,,,,,,,,,
2313,,,1965-06-02,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.05,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,69,",,0",50,",,0",52,",,0,0800",,,,,,,,,,,,
2314,,,1965-06-03,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",1.11,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,57,",,0",44,",,0",46,",,0,0800",,,,,,,,,,,,
2315,,,1965-06-04,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,63,",,0",33,",,0",50,",,0,0800",,,,,,,,,,,,
2316,,,1965-06-05,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,72,",,0",45,",,0",65,",,0,0800",,,,,,,,,,,,
2317,,,1965-06-06,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,79,",,0",45,",,0",63,",,0,0800",,,,,,,,,,,,
2318,,,1965-06-07,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,82,",,0",56,",,0",65,",,0,0800",,,,,,,,,,,,
2319,,,1965-06-08,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,88,",,0",61,",,0",69,",,0,0800",,,,,,,,,,,,
2320,,,1965-06-09,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.02,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,84,",,0",65,",,0",68,",,0,0800",,,    1,",,0",,,,,,,,
2321,,,1965-06-10,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.12,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,84,",,0",60,",,0",65,",,0,0800",,,,,,,,,,,,
2322,,,1965-06-11,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,80,",,0",45,",,0",56,",,0,0800",,,,,,,,,,,,
2323,,,1965-06-12,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,73,",,0",40,",,0",54,",,0,0800",,,,,,,,,,,,
2324,,,1965-06-13,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.18,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,77,",,0",54,",,0",57,",,0,0800",,,,,,,,,,,,
2325,,,1965-06-14,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,61,",,0",45,",,0",50,",,0,0800",,,,,,,,,,,,
2326,,,1965-06-15,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.08,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,53,",,0",41,",,0",49,",,0,0800",,,,,,,,,,,,
2327,,,1965-06-16,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,60,",,0",34,",,0",53,",,0,0800",,,,,,,,,,,,
2328,,,1965-06-17,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,69,",,0",36,",,0",56,",,0,0800",,,,,,,,,,,,
2329,,,1965-06-18,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,70,",,0",39,",,0",49,",,0,0800",,,,,,,,,,,,
2330,,,1965-06-19,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,78,",,0",39,",,0",54,",,0,0800",,,    1,",,0",,,,,,,,
2331,,,1965-06-20,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.04,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,76,",,0",46,",,0",56,",,0,0800",,,,,,,,,,,,
2332,,,1965-06-21,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,84,",,0",52,",,0",66,",,0,0800",,,,,,,,,,,,
2333,,,1965-06-22,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,86,",,0",59,",,0",68,",,0,0800",,,,,,,,,,,,
2334,,,1965-06-23,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,82,",,0",49,",,0",64,",,0,0800",,,    1,",,0",,,,,,,,
2335,,,1965-06-24,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",1.15,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,88,",,0",64,",,0",65,",,0,0800",,,,,,,,,,,,
2336,,,1965-06-25,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.01,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,74,",,0",43,",,0",55,",,0,0800",,,,,,,,,,,,
2337,,,1965-06-26,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,71,",,0",32,",,0",54,",,0,0800",,,,,,,,,,,,
2338,,,1965-06-27,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,75,",,0",41,",,0",55,",,0,0800",,,,,,,,,,,,
2339,,,1965-06-28,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,76,",,0",51,",,0",59,",,0,0800",,,,,,,,,,,,
2340,,,1965-06-29,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,83,",,0",59,",,0",69,",,0,0800",,,,,,,,,,,,
2341,,,1965-06-30,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,83,",,0",57,",,0",65,",,0,0800",,,,,,,,,,,,
2342,,,1965-07-01,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.08,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,75,",,0",47,",,0",60,",,0,0800",,,,,,,,,,,,
2343,,,1965-07-02,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,76,",,0",42,",,0",59,",,0,0800",,,,,,,,,,,,
2344,,,1965-07-03,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.01,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,78,",,0",54,",,0",58,",,0,0800",,,,,,,,,,,,
2345,,,1965-07-04,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.34,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,68,",,0",53,",,0",60,",,0,0800",,,,,,,,,,,,
2346,,,1965-07-05,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,79,",,0",52,",,0",62,",,0,0800",,,,,,,,,,,,
2347,,,1965-07-06,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,81,",,0",58,",,0",62,",,0,0800",,,,,,,,,,,,
2348,,,1965-07-07,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,73,",,0",38,",,0",52,",,0,0800",,,,,,,,,,,,
2349,,,1965-07-08,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.05,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,71,",,0",52,",,0",66,",,0,0800",,,,,,,,,,,,
2350,,,1965-07-09,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,80,",,0",47,",,0",59,",,0,0800",,,,,,,,,,,,
2351,,,1965-07-10,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,84,",,0",59,",,0",71,",,0,0800",,,,,,,,,,,,
2352,,,1965-07-11,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,79,",,0",57,",,0",61,",,0,0800",,,,,,,,,,,,
2353,,,1965-07-12,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,75,",,0",50,",,0",64,",,0,0800",,,,,,,,,,,,
2354,,,1965-07-13,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,81,",,0",48,",,0",65,",,0,0800",,,,,,,,,,,,
2355,,,1965-07-14,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,83,",,0",63,",,0",69,",,0,0800",,,,,,,,,,,,
2356,,,1965-07-15,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.09,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,91,",,0",65,",,0",67,",,0,0800",,,,,,,,,,,,
2357,,,1965-07-16,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,"T,,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,82,",,0",49,",,0",64,",,0,0800",,,,,,,,,,,,
2358,,,1965-07-17,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,83,",,0",52,",,0",70,",,0,0800",,,,,,,,,,,,
2359,,,1965-07-18,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.90,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,86,",,0",61,",,0",63,",,0,0800",,,,,,,,,,,,
2360,,,1965-07-19,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.57,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,72,",,0",57,",,0",60,",,0,0800",,,,,,,,,,,,
2361,,,1965-07-20,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,73,",,0",41,",,0",54,",,0,0800",,,,,,,,,,,,
2362,,,1965-07-21,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,71,",,0",41,",,0",53,",,0,0800",,,,,,,,,,,,
2363,,,1965-07-22,251.5,42.428,-72.0275,,,"BARRE FALLS DAM, MA US",0.00,",,0,0800",0.0,",,0,",0.0,",,0,",USC00190408,75,",,0",44,",,0",54,",,0,0800",,,,,,,,,,,,
